pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	seed_hidden650_batch64_dropout0.1_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr10.0_seed1010	seed_hidden650_batch64_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr10.0_seed8574	seed_hidden650_batch64_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.1_lr10.0_seed11230	seed_hidden650_batch64_dropout0.2_lr20.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed1234	seed_hidden650_batch64_dropout0.2_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9420	seed_hidden650_batch128_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed3648	seed_hidden650_batch128_dropout0.2_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr20.0_seed1010	seed_hidden650_batch128_dropout0.2_lr10.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed3242	seed_hidden650_batch64_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed3648	seed_hidden650_batch128_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed11230	seed_hidden650_batch64_dropout0.1_lr20.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed9420	seed_hidden650_batch128_dropout0.2_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed5555	seed_hidden650_batch128_dropout0.1_lr10.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3648	seed_hidden650_batch128_dropout0.1_lr20.0_seed9420	seed_hidden650_batch128_dropout0.1_lr20.0_seed8574	seed_hidden650_batch128_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr10.0_seed8574	seed_hidden650_batch128_dropout0.1_lr10.0_seed9420	seed_hidden650_batch128_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed11230	seed_hidden650_batch128_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.2_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed1010	seed_hidden650_batch64_dropout0.1_lr20.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed44444	seed_hidden650_batch64_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed3648
R__VERB_NOUN_CCONJ_VERB	6	6	plur	gets	wrong	generated	If you die any mornings or	0	False	2627	4	6	If you die any mornings or consider any interceptor individually accidentally , please tell Kelly Dubai at seven or Feb Liberation at fifteen . <eos>	-8.62373	-7.65981	-10.2066	-7.89484	-9.75373	-7.8482	-9.0598	-6.42688	-7.10853	-9.32922	-7.67957	-9.82895	-9.08473	-9.22389	-9.15998	-8.04224	-9.81104	-8.09485	-7.56991	-9.88769	-8.05585	-9.55104	-8.83212	-8.28528	-9.6425	-9.50861	-9.98094	-8.47392	-8.42287	-7.36147	-9.64164	-10.1226	-8.57475	-8.93938	-8.64762	-6.59521	-7.57049	-11.0375	-8.86385	-9.47046	-9.77062	-9.59343	-9.59948	-9.05849	-9.70978	-10.4879	-9.10421	-9.28236	-9.32994	-8.56045	-9.2798	-7.23065	-6.95577	-10.7789	-8.97547	-9.42328	-7.49022	-8.68273	-10.0616	-10.5772	-10.3447	-7.08236	-9.48741	-11.1241	-7.85081	-9.91933	-8.88056	-8.42826	-8.26852	-10.4885	-8.38998	-9.72057	-12.7925	-9.0336	-9.14269	-7.81819	-8.5639	-9.24237	-9.87989
L__NOUN_VERB_VERB	7	5	sing	realises	correct	generated	Can you eat that the cartoon we are starving	0	False	203	4	9	Can you eat that the cartoon we are starving tells toward a polar and remote meditation ? <eos>	-17.4648	-17.8733	-18.4088	-19.8278	-17.2156	-17.3065	-17.3874	-17.3549	-17.2452	-15.2647	-15.9383	-18.2001	-15.3292	-17.6708	-20.307	-14.8815	-16.9082	-17.376	-18.6439	-17.8309	-15.7234	-18.5213	-17.1912	-16.8994	-16.6399	-18.8931	-18.9655	-18.5896	-17.8545	-16.4508	-15.7978	-17.7083	-16.2168	-16.7507	-16.7613	-19.8139	-17.8759	-17.8004	-19.3381	-18.758	-16.9921	-17.5825	-17.1392	-16.4678	-17.0878	-17.0558	-16.2229	-17.0172	-16.8195	-17.2032	-16.3112	-18.2517	-19.1336	-17.3703	-17.5156	-17.191	-19.0617	-18.4479	-16.804	-17.3956	-18.4613	-17.17	-18.2869	-17.8303	-15.6227	-17.7831	-16.7106	-19.391	-17.8089	-19.5914	-17.4205	-16.5668	-17.3728	-17.9143	-14.9051	-16.0288	-15.5364	-17.5666	-17.2407
L__NOUN_VERB_VERB	7	5	sing	realise	wrong	generated	Can you eat that the cartoon we are starving	0	False	247	4	9	Can you eat that the cartoon we are starving tells toward a polar and remote meditation ? <eos>	-19.5614	-18.4761	-18.3909	-18.2218	-19.6804	-20.1427	-17.1391	-17.3212	-15.2893	-15.7635	-15.5258	-18.2798	-15.2662	-17.8754	-19.3017	-16.0028	-19.1508	-16.6531	-18.4519	-16.9403	-16.7672	-19.1167	-17.1446	-17.0273	-16.8902	-20.8652	-18.3722	-19.6688	-17.7787	-15.6574	-16.3809	-17.0674	-15.3209	-16.7657	-16.9129	-17.1231	-18.2416	-16.174	-17.5059	-16.2066	-15.5973	-16.9167	-14.4273	-16.5736	-16.8963	-18.6759	-15.032	-17.376	-17.2434	-16.0903	-16.0819	-16.1311	-17.0956	-17.6121	-16.0267	-15.7678	-20.5135	-18.11	-17.8553	-16.2093	-16.3402	-18.0378	-17.4182	-18.2544	-13.8795	-15.3761	-17.802	-17.7615	-17.2242	-17.0709	-17.7242	-15.639	-16.1666	-19.3613	-14.8234	-15.9716	-15.772	-16.1593	-17.2949
L__NOUN_VERB_VERB	22	0	sing	is	correct	original	The first thing you notice when you arrive on location	0	False	649202	8	10	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot . <eos>	-0.727711	-0.533182	-1.24376	-0.710061	-1.04263	-1.06	-1.32345	-1.38005	-0.591696	-1.12827	-1.10662	-0.828716	-0.883253	-0.854422	-0.978203	-0.856835	-0.603423	-0.898616	-1.3494	-1.12017	-0.80382	-1.73752	-0.882106	-1.21007	-0.650993	-0.791323	-0.494599	-1.13321	-0.402867	-0.430538	-0.645597	-1.25509	-0.646113	-1.08237	-0.569092	-1.67863	-1.29152	-0.83319	-0.456512	-0.594534	-0.414557	-1.39886	-1.28393	-1.81355	-0.438599	-1.18099	-0.490597	-1.02323	-0.926543	-1.52667	-0.966513	-0.436626	-1.586	-0.644263	-0.524771	-0.492091	-0.926479	-1.05479	-1.71975	-0.866636	-0.491312	-1.31149	-0.717721	-1.51682	-0.267232	-1.26703	-0.41873	-0.502245	-0.735349	-1.04385	-0.39079	-0.83084	-0.573958	-0.757362	-0.728589	-0.528356	-0.567359	-0.606745	-1.38987
L__NOUN_VERB_VERB	22	0	sing	are	wrong	original	The first thing you notice when you arrive on location	0	False	261453	8	10	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot . <eos>	-3.64018	-3.53751	-6.3213	-2.49731	-3.99718	-5.42513	-3.25623	-3.03116	-4.48019	-3.2266	-4.87726	-4.2817	-4.64271	-3.06272	-3.46914	-3.67833	-3.22775	-4.98317	-3.419	-2.86296	-4.27376	-2.64763	-3.09704	-1.99773	-3.33188	-4.84671	-4.08243	-3.77996	-4.20062	-4.08412	-3.41915	-4.35497	-3.55371	-4.00922	-4.73345	-4.0066	-4.54868	-4.38093	-3.75971	-3.83767	-3.53987	-3.50687	-3.74774	-2.56358	-5.73327	-4.03866	-3.20753	-3.70306	-3.98677	-3.86536	-5.04013	-4.57124	-3.73364	-3.51699	-4.48961	-3.58046	-3.57033	-4.46595	-3.86994	-4.01355	-2.44696	-3.87659	-4.50484	-3.62974	-3.6359	-5.04269	-3.49984	-4.65458	-2.38962	-4.12086	-3.70663	-3.9694	-2.7257	-4.0535	-4.54988	-4.49514	-3.74022	-3.43862	-4.24858
L__NOUN_VERB_VERB	14	5	sing	happens	correct	generated	A Mississippi wager operated in Washington twenty	0	False	1176	5	7	"A Mississippi wager operated in Washington twenty protects , "" Due to its screen astride the Jamaica Bowen , Antichrist has relatively been a crab to the PS . <eos>"	-16.8098	-14.9539	-15.3658	-17.4146	-13.7721	-12.2289	-20.2794	-14.9344	-16.3197	-16.9199	-16.1739	-17.1627	-18.3527	-15.5533	-15.053	-13.3216	-13.6287	-16.7236	-16.2497	-17.7172	-14.603	-16.2224	-16.7239	-21.5824	-13.7213	-17.576	-15.9202	-14.0771	-20.0942	-16.2916	-18.6816	-22.4229	-17.7872	-17.6801	-18.1598	-19.4819	-17.804	-17.3075	-15.4402	-16.5269	-15.7146	-15.2144	-19.3966	-16.5683	-17.3703	-21.6502	-18.5389	-18.1225	-14.7219	-15.2926	-18.3233	-16.0367	-15.8189	-21.9119	-15.7605	-16.4724	-14.7913	-15.8302	-15.0831	-16.9346	-14.5013	-16.8783	-15.0725	-16.7508	-18.1656	-16.7335	-12.9243	-20.9933	-17.2188	-17.6413	-19.3744	-15.6894	-14.246	-17.0203	-17.1268	-18.8017	-15.432	-14.0383	-11.5839
L__NOUN_VERB_VERB	14	5	sing	happen	wrong	generated	A Mississippi wager operated in Washington twenty	0	False	1554	5	7	"A Mississippi wager operated in Washington twenty protects , "" Due to its screen astride the Jamaica Bowen , Antichrist has relatively been a crab to the PS . <eos>"	-21.6292	-15.8634	-18.0659	-19.4116	-17.3663	-13.9326	-20.8701	-16.7111	-17.7263	-17.4146	-16.9222	-17.7543	-18.8236	-18.0643	-16.6039	-15.972	-16.6873	-18.957	-19.1785	-16.6638	-16.8786	-17.0499	-16.0435	-20.6211	-17.3589	-17.5484	-16.4503	-18.1408	-17.8892	-19.0902	-18.4319	-20.5181	-19.4583	-18.9263	-15.9704	-16.4308	-20.7009	-17.1439	-15.0461	-18.1223	-16.3065	-17.3355	-17.4998	-16.9188	-19.1464	-20.8014	-19.8846	-15.8902	-17.6265	-15.1656	-17.9475	-16.9941	-12.3509	-24.2437	-14.5664	-19.0432	-18.1628	-19.2415	-15.0566	-18.3618	-16.7818	-15.1126	-16.3767	-16.498	-19.2677	-18.2245	-16.7957	-23.2759	-18.8685	-18.9147	-18.8436	-18.6623	-15.6633	-20.7976	-18.9434	-17.7063	-18.6456	-18.5418	-16.8498
L__NOUN_VERB_VERB	6	2	plur	own	correct	generated	I deserve the bidders on which I should ruin your suspicion	1	False	31157	8	11	I deserve the bidders on which I should ruin your suspicion include : ( a ) Do you dine a barren vent about the theater to possible flaw procedures checked by Indonesia USS ? <eos>	-15.1247	-17.0654	-11.9738	-12.5067	-14.0345	-10.8656	-13.6747	-13.3889	-13.9977	-12.6494	-13.9686	-13.9628	-12.9235	-15.3166	-16.9096	-13.8778	-13.327	-13.2215	-15.3462	-14.1885	-13.0133	-15.129	-13.6573	-13.1786	-14.079	-15.6514	-12.8178	-12.6205	-15.1207	-14.8285	-12.3745	-14.7018	-13.1175	-12.2958	-13.808	-14.2773	-15.3757	-15.7781	-14.5729	-12.8379	-13.3936	-12.9487	-15.3822	-15.633	-14.5785	-12.8621	-15.1832	-12.8683	-13.6781	-11.8631	-14.1766	-14.3755	-15.063	-14.6117	-13.9682	-17.5667	-12.1377	-13.3491	-13.4271	-13.851	-15.6059	-15.3277	-13.4377	-14.9719	-12.1114	-15.3698	-14.9133	-11.3441	-14.0352	-14.5284	-14.2318	-15.8215	-14.1555	-15.2827	-14.0199	-12.6848	-11.8341	-13.9992	-13.1453
L__NOUN_VERB_VERB	6	2	plur	owns	wrong	generated	I deserve the bidders on which I should ruin your suspicion	1	False	1092	8	11	I deserve the bidders on which I should ruin your suspicion include : ( a ) Do you dine a barren vent about the theater to possible flaw procedures checked by Indonesia USS ? <eos>	-15.4877	-14.9102	-15.2748	-14.4204	-15.1509	-14.7214	-14.7499	-14.027	-15.3681	-13.7359	-15.9228	-16.252	-14.582	-16.1332	-18.9055	-15.2485	-15.3883	-16.5456	-15.8073	-17.0063	-13.7099	-15.6458	-14.7951	-14.4153	-14.5468	-15.9111	-15.4855	-13.9647	-16.3204	-15.0354	-14.0283	-14.3176	-15.8022	-14.7651	-17.4373	-17.5107	-15.5444	-15.9644	-18.3801	-15.7827	-14.5039	-14.4555	-14.09	-16.7434	-18.3158	-15.3876	-16.7434	-14.0915	-15.5177	-15.4981	-16.7223	-15.1274	-15.8391	-14.8049	-15.8094	-18.2819	-16.2741	-17.7396	-16.1313	-15.6499	-17.5761	-18.0771	-17.3291	-16.5714	-15.6254	-15.1876	-15.7438	-13.6007	-16.538	-15.4146	-16.7393	-16.0108	-16.2386	-15.3044	-15.781	-14.8279	-14.7528	-14.5622	-14.9777
R__VERB_NOUN_CCONJ_VERB	0	9	plur	react	correct	generated	Forces prefer the instructor but	0	False	561	4	5	Forces prefer the instructor but describe her grim counsel and the spelling plays . <eos>	-10.2677	-9.29323	-8.10507	-10.0897	-12.158	-9.45295	-9.26321	-10.4495	-10.2616	-10.619	-10.2992	-9.25475	-11.64	-11.1372	-10.6663	-9.98998	-9.9859	-9.35803	-9.79987	-9.62314	-10.773	-10.0054	-12.1614	-10.3727	-8.58577	-9.92125	-9.89679	-10.9399	-10.4349	-10.3837	-10.0935	-10.5446	-9.59165	-9.89613	-10.0581	-9.27546	-9.92846	-9.63436	-9.52993	-10.3851	-10.4734	-12.5889	-11.2234	-8.43773	-8.19811	-11.4868	-10.3858	-9.96469	-9.48845	-8.44779	-10.658	-9.89207	-10.4505	-11.3356	-9.75073	-10.2942	-10.4684	-11.566	-10.7846	-10.0024	-10.0562	-9.54529	-10.7238	-11.0863	-8.9026	-9.95967	-9.44476	-9.485	-10.5876	-9.99918	-9.66541	-10.004	-9.13573	-9.41856	-9.48154	-10.0179	-9.22746	-10.7599	-10.0429
R__VERB_NOUN_CCONJ_VERB	0	9	plur	reacts	wrong	generated	Forces prefer the instructor but	0	False	232	4	5	Forces prefer the instructor but describe her grim counsel and the spelling plays . <eos>	-12.5704	-12.3811	-11.1471	-12.4774	-11.7483	-12.8321	-10.6993	-11.8224	-12.381	-12.566	-11.8493	-12.7338	-12.7402	-12.5889	-11.6919	-12.2913	-12.0425	-11.5519	-11.9389	-11.5111	-12.6523	-12.9077	-12.1448	-12.591	-10.2738	-12.6197	-12.9766	-13.0477	-11.6759	-12.0551	-12.1881	-13.3881	-12.0618	-11.556	-12.2286	-11.5832	-10.7924	-11.3369	-12.6526	-11.4981	-12.0578	-11.2808	-12.4785	-11.6371	-11.973	-12.5759	-10.2614	-12.0714	-11.123	-12.1706	-11.9969	-10.7114	-11.6438	-12.2166	-11.5467	-10.3962	-10.4388	-14.0573	-11.3999	-11.517	-13.0335	-13.3901	-13.469	-13.1237	-10.4442	-12.3139	-11.6998	-12.6511	-10.9716	-11.3572	-12.8988	-12.2322	-11.6552	-10.5144	-12.5758	-12.6739	-11.8224	-12.1782	-10.0918
L__NOUN_VERB_VERB	7	1	sing	chooses	correct	generated	Can you achieve that the preparedness we are pushing	0	False	584	4	9	Can you achieve that the preparedness we are pushing wants toward a healthy and financial willingness ? <eos>	-15.2263	-14.299	-14.2055	-13.0906	-13.0062	-13.9889	-13.9553	-13.6209	-13.55	-11.9581	-11.1562	-13.041	-11.8843	-14.36	-12.7775	-12.8885	-13.1161	-13.4049	-12.1516	-12.8126	-12.8586	-13.0356	-11.7775	-12.9829	-12.3994	-13.2562	-12.2806	-13.3589	-12.7875	-13.2539	-11.5591	-14.0343	-14.7239	-15.4697	-13.9065	-13.721	-13.5999	-14.1567	-14.7404	-14.3736	-13.7081	-10.2723	-13.906	-14.1492	-13.6885	-11.6995	-13.3896	-12.0027	-13.0457	-13.3254	-13.4162	-12.9654	-12.5777	-12.3231	-14.294	-11.5146	-14.0016	-11.5261	-12.1249	-14.9886	-13.5591	-14.4916	-12.3368	-12.8587	-13.3878	-14.2029	-12.468	-13.6024	-14.6533	-12.5738	-12.2353	-14.0211	-14.1151	-13.6459	-14.1151	-13.0996	-13.2637	-12.1332	-11.4917
L__NOUN_VERB_VERB	7	1	sing	choose	wrong	generated	Can you achieve that the preparedness we are pushing	0	False	2761	4	9	Can you achieve that the preparedness we are pushing wants toward a healthy and financial willingness ? <eos>	-14.6144	-14.0343	-13.2983	-12.9186	-11.7226	-11.9256	-13.951	-11.9312	-11.1107	-11.7692	-10.6845	-12.6799	-12.5666	-12.8352	-12.5327	-12.5481	-13.2526	-12.3985	-12.6838	-11.2884	-12.7316	-13.7249	-11.7954	-13.402	-12.4954	-12.6436	-12.3551	-11.5461	-12.1457	-12.2562	-12.5876	-13.0265	-12.6577	-13.8891	-12.6156	-13.8738	-13.2857	-12.6682	-11.7195	-13.9425	-10.9661	-11.7342	-10.6581	-13.5589	-13.6383	-11.6849	-12.3339	-13.0069	-13.4076	-12.9804	-14.3769	-12.3967	-13.4303	-12.3848	-14.7716	-12.018	-13.303	-12.1583	-13.0126	-14.4445	-11.3562	-14.4781	-12.6646	-13.8399	-12.198	-13.7604	-12.1921	-14.066	-12.247	-11.0852	-12.3859	-14.4947	-12.4883	-13.2932	-11.3535	-11.7197	-13.4113	-11.1133	-10.8925
L__NOUN_VERB_VERB	9	1	plur	like	correct	generated	But extreme groups do disclose the pyramid they represent he will retrieve , and the appointees who suck him	1	True	26462	4	19	But extreme groups do disclose the pyramid they represent he will retrieve , and the appointees who suck him see to establish the interviewers who add him . <eos>	-5.52454	-7.83185	-7.95545	-6.75445	-6.61798	-6.32462	-8.97081	-5.92827	-8.12458	-8.01381	-6.94349	-6.69096	-7.51541	-7.35781	-9.15359	-6.57433	-7.46196	-7.89631	-7.23977	-6.52235	-6.53302	-7.69838	-5.80365	-5.46613	-7.84027	-8.94616	-8.4215	-7.89866	-5.12535	-6.43571	-6.96968	-7.08657	-7.09281	-6.63005	-8.23489	-6.66603	-6.9788	-5.13045	-8.64097	-7.46797	-6.99919	-8.66065	-7.00558	-7.79338	-6.3618	-7.76099	-8.19037	-7.01156	-7.55616	-8.83487	-9.91862	-6.68235	-6.86701	-7.92432	-8.88369	-7.19411	-5.57548	-5.35039	-6.67058	-6.55044	-6.78287	-5.68716	-6.6624	-7.81399	-6.13868	-8.0499	-7.90153	-8.12631	-6.81858	-6.9993	-7.10933	-8.36616	-7.02513	-5.88621	-6.94794	-8.17601	-6.71508	-7.58311	-7.08548
L__NOUN_VERB_VERB	9	1	plur	likes	wrong	generated	But extreme groups do disclose the pyramid they represent he will retrieve , and the appointees who suck him	1	True	581	4	19	But extreme groups do disclose the pyramid they represent he will retrieve , and the appointees who suck him see to establish the interviewers who add him . <eos>	-10.8866	-13.0601	-13.5818	-14.4517	-11.956	-12.974	-13.6489	-12.838	-12.9824	-14.5115	-13.6165	-13.424	-13.3398	-12.7538	-14.5958	-11.4068	-14.9772	-13.6019	-12.6878	-12.7715	-12.5557	-12.1231	-13.7889	-13.8233	-13.2199	-15.5933	-12.6993	-14.0388	-12.5645	-12.8606	-13.3471	-13.9862	-12.3729	-11.7383	-13.9575	-15.4615	-13.9497	-16.6064	-13.8871	-14.7377	-14.6348	-13.8006	-13.9087	-14.6937	-14.8566	-14.2028	-15.1904	-13.4227	-13.2466	-15.0119	-15.0035	-15.136	-11.9613	-13.719	-16.662	-13.866	-12.4003	-13.0148	-12.0138	-11.9925	-13.2775	-14.3318	-13.4343	-14.397	-14.5324	-12.2682	-12.8753	-16.4577	-13.22	-15.2418	-12.726	-14.9738	-12.9599	-12.2648	-11.1589	-14.8375	-14.5127	-13.2777	-12.7783
R__VERB_NOUN_CCONJ_VERB	3	3	plur	need	correct	generated	Please transmit me miss if you pale any minutes or	0	False	9900	4	10	Please transmit me miss if you pale any minutes or deserve anything upper . <eos>	-7.73388	-11.1451	-11.6619	-8.3292	-9.99289	-9.46119	-12.1446	-9.9368	-8.798	-10.0067	-9.87051	-8.19057	-9.27192	-9.99225	-10.2715	-7.31252	-10.6615	-7.74272	-10.1164	-9.24076	-9.08384	-10.7376	-7.83886	-9.975	-10.1944	-9.13591	-8.42681	-8.95859	-10.4738	-8.49594	-9.83683	-11.963	-10.5735	-8.85379	-9.98431	-13.674	-9.21072	-8.60859	-8.90359	-9.44324	-7.83569	-7.65031	-9.28824	-9.0497	-7.04472	-7.87583	-10.789	-10.1809	-7.83304	-8.8312	-8.83329	-8.15052	-8.3674	-9.26535	-11.6054	-7.20611	-8.13102	-10.9102	-7.27743	-9.36223	-12.6955	-8.74982	-10.265	-8.3018	-9.11431	-10.9096	-11.7608	-9.95795	-9.82588	-14.4146	-11.7132	-9.7221	-11.6234	-10.0879	-9.79898	-9.3102	-10.0141	-8.93299	-7.79408
R__VERB_NOUN_CCONJ_VERB	3	3	plur	needs	wrong	generated	Please transmit me miss if you pale any minutes or	0	False	4816	4	10	Please transmit me miss if you pale any minutes or deserve anything upper . <eos>	-11.3851	-11.4284	-15.7784	-10.9869	-11.2729	-11.1278	-10.5119	-10.5363	-9.3046	-10.336	-9.4514	-10.5637	-10.3268	-10.0793	-12.1954	-11.3638	-10.1372	-10.4281	-9.06753	-10.4147	-9.24531	-12.9057	-10.0106	-9.07912	-12.2649	-10.8701	-11.0387	-10.2827	-12.65	-8.95537	-13.3622	-11.3541	-12.1755	-11.7485	-10.6836	-10.58	-11.7385	-11.8524	-12.2749	-12.8516	-10.0289	-9.92257	-9.33989	-12.7276	-7.95216	-10.1663	-13.1734	-8.93997	-10.9024	-11.3506	-10.4318	-9.52459	-10.6265	-8.7916	-9.21392	-11.007	-9.30115	-10.7471	-10.251	-9.36787	-13.9703	-10.439	-12.6967	-8.11767	-12.1572	-10.9461	-9.7936	-10.3463	-10.6379	-14.1438	-10.9455	-11.91	-13.1068	-11.1971	-10.48	-12.4264	-10.2737	-8.9703	-11.7382
L__NOUN_VERB_VERB	13	2	sing	objects	correct	generated	"Because of the warmth that his western machine with Nobel Antonio had heard him , he said boxes brave as : "" You can knock a nation and a victory , eight negotiation you ca n't survive"	0	True	4655	5	37	"Because of the warmth that his western machine with Nobel Antonio had heard him , he said boxes brave as : "" You can knock a nation and a victory , eight negotiation you ca n't survive accuses whenever you 're robust amazingly "" and needed processes to the "" NC Scotland "" market visiting that "" quickly he reported Total muscles to recreate deliberately catastrophic as a vegetable "" . <eos>"	-13.7838	-14.5793	-15.181	-13.8223	-12.4073	-13.2555	-14.8026	-12.5946	-13.6001	-12.5422	-14.4653	-13.8486	-12.7984	-14.2617	-15.3359	-13.299	-11.6664	-14.2262	-12.4493	-14.1671	-13.1254	-13.7101	-12.1577	-15.9574	-13.4195	-15.634	-13.7635	-11.7697	-13.0879	-12.6672	-12.516	-12.4202	-15.4369	-12.1108	-15.127	-14.1802	-13.8126	-13.1286	-14.6003	-13.9932	-12.9618	-13.9561	-12.0775	-14.7111	-14.8504	-13.0091	-13.8269	-14.0776	-12.1633	-13.1088	-14.7843	-13.5588	-16.5071	-14.7538	-13.7727	-14.9179	-14.8383	-13.9717	-16.2146	-13.9805	-15.6595	-14.4792	-14.2923	-14.7096	-16.6153	-13.5854	-14.6441	-14.4261	-13.1293	-14.878	-13.4692	-14.149	-13.3289	-13.8736	-11.6327	-14.1061	-13.4387	-15.4215	-14.4057
L__NOUN_VERB_VERB	13	2	sing	object	wrong	generated	"Because of the warmth that his western machine with Nobel Antonio had heard him , he said boxes brave as : "" You can knock a nation and a victory , eight negotiation you ca n't survive"	0	True	4618	5	37	"Because of the warmth that his western machine with Nobel Antonio had heard him , he said boxes brave as : "" You can knock a nation and a victory , eight negotiation you ca n't survive accuses whenever you 're robust amazingly "" and needed processes to the "" NC Scotland "" market visiting that "" quickly he reported Total muscles to recreate deliberately catastrophic as a vegetable "" . <eos>"	-14.9266	-15.326	-13.943	-14.2109	-14.2217	-13.1365	-14.9759	-12.989	-12.8582	-12.3171	-15.1204	-13.8205	-13.2098	-14.9026	-15.2283	-13.5024	-13.0211	-13.7541	-14.0821	-14.8017	-14.0302	-12.7941	-13.2074	-17.0924	-12.9127	-14.9438	-14.5085	-12.1267	-13.6961	-12.4686	-14.3778	-13.6222	-15.9173	-13.1032	-16.2319	-13.8795	-14.49	-14.0552	-15.7254	-13.0373	-14.4915	-14.7999	-13.288	-13.159	-16.0763	-13.3034	-12.9238	-14.8288	-13.389	-14.7884	-16.7603	-14.6109	-15.6475	-15.6572	-15.6963	-15.9673	-15.1609	-14.0176	-16.5154	-14.6027	-16.0303	-14.9824	-13.3726	-15.1169	-16.4329	-13.2058	-15.8266	-14.1481	-14.0014	-14.7105	-13.9352	-15.7584	-14.2852	-14.4505	-13.9887	-15.5329	-14.9146	-16.1205	-14.3201
