pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0
L__NOUN_VERB_VERB	19	8	plur	exist	correct	generated	the electrostatic fisheries we develop in our monkey	1	False	5079	6	8	the electrostatic fisheries we develop in our monkey add ; we listen perspective wall for easter , planet testimony and supervisor - budget for Wii . <eos>	-9.64082	-8.76869	-11.7973	-8.74662	-11.5485	-9.79395	-9.54701	-12.3181	-11.5154	-9.43959	-9.2438	-10.9605	-9.11296	-12.1909	-9.74279	-8.92241	-9.66137	-10.831	-10.6495	-10.4661	-9.8142	-10.7909	-8.82369	-8.73419
L__NOUN_VERB_VERB	19	8	plur	exists	wrong	generated	the electrostatic fisheries we develop in our monkey	1	False	2907	6	8	the electrostatic fisheries we develop in our monkey add ; we listen perspective wall for easter , planet testimony and supervisor - budget for Wii . <eos>	-10.0404	-8.18399	-10.4146	-9.22304	-9.9349	-10.0859	-11.0483	-10.7255	-9.60262	-10.7726	-10.2144	-13.864	-10.2294	-9.86397	-11.8287	-8.8185	-8.99689	-11.121	-11.7449	-10.4972	-11.0156	-10.2777	-7.8723	-9.65343
R__VERB_NOUN_CCONJ_VERB	15	3	sing	begins	correct	generated	If you prefer a star who will remove to you and sail he will adjust and then raise his fire , and not vary what he is jumping about whenever he gives neighbors at authentic babies and	0	True	4461	6	37	If you prefer a star who will remove to you and sail he will adjust and then raise his fire , and not vary what he is jumping about whenever he gives neighbors at authentic babies and jumps they extend what you put , whenever they will not join for you , transmit to this path ... he is the article for you . <eos>	-9.84974	-8.77276	-9.0857	-9.4904	-8.49635	-9.20035	-9.1694	-9.48127	-8.94294	-7.59665	-8.60427	-7.31705	-8.06728	-10.7702	-7.24893	-9.50909	-9.11039	-9.54987	-10.3413	-8.6665	-7.93886	-7.91152	-8.80342	-7.79813
R__VERB_NOUN_CCONJ_VERB	15	3	sing	begin	wrong	generated	If you prefer a star who will remove to you and sail he will adjust and then raise his fire , and not vary what he is jumping about whenever he gives neighbors at authentic babies and	0	True	4597	6	37	If you prefer a star who will remove to you and sail he will adjust and then raise his fire , and not vary what he is jumping about whenever he gives neighbors at authentic babies and jumps they extend what you put , whenever they will not join for you , transmit to this path ... he is the article for you . <eos>	-8.5483	-8.77579	-8.93649	-8.31202	-8.54973	-7.14464	-9.04823	-7.74542	-8.30919	-7.62	-7.45827	-7.28181	-8.26312	-8.70322	-7.23417	-8.4293	-8.17555	-7.87862	-8.88166	-7.74524	-7.52701	-7.49304	-9.0111	-6.76532
L__NOUN_VERB_VERB	21	0	sing	is	correct	original	The only neurological sign that he shows	1	False	649202	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>	-2.80086	-6.07165	-3.01165	-4.28375	-3.43255	-4.0487	-4.30264	-3.84653	-4.38696	-5.2043	-4.86679	-5.41043	-1.833	-2.20425	-3.43065	-5.40244	-4.10912	-3.85001	-4.35447	-4.56406	-4.66969	-3.96884	-4.65543	-4.86436
L__NOUN_VERB_VERB	21	0	sing	are	wrong	original	The only neurological sign that he shows	1	False	261453	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>	-6.01588	-6.17282	-4.44231	-5.48098	-2.75326	-3.41559	-3.83929	-4.3695	-4.94481	-5.68282	-4.48281	-5.43954	-3.74592	-4.32186	-5.77912	-4.5963	-4.53746	-4.22808	-5.08295	-4.56662	-3.5019	-3.76497	-5.53577	-4.88984
R__VERB_NOUN_CCONJ_VERB	13	9	plur	ensure	correct	generated	They extremely add if you make route in your wager , ( for gains like me ) , they begin an attraction of the sheet and	0	True	3569	7	26	They extremely add if you make route in your wager , ( for gains like me ) , they begin an attraction of the sheet and insist naked appropriations to wander . <eos>	-7.4506	-9.0624	-8.77229	-8.47247	-9.43594	-8.24974	-8.97766	-8.11889	-7.76503	-8.91111	-8.47416	-11.1806	-7.8904	-8.76723	-9.78559	-9.90966	-9.24129	-7.78593	-9.05739	-9.49908	-8.50721	-7.88646	-10.9833	-9.69982
R__VERB_NOUN_CCONJ_VERB	13	9	plur	ensures	wrong	generated	They extremely add if you make route in your wager , ( for gains like me ) , they begin an attraction of the sheet and	0	True	399	7	26	They extremely add if you make route in your wager , ( for gains like me ) , they begin an attraction of the sheet and insist naked appropriations to wander . <eos>	-9.88637	-10.2562	-11.1695	-9.74806	-10.8184	-10.7848	-9.89047	-9.87977	-8.75826	-10.5035	-10.1051	-13.5076	-8.93006	-9.95651	-11.9354	-12.2516	-9.02952	-9.65217	-10.7511	-11.2771	-9.91139	-9.75423	-14.7552	-12.7015
R__VERB_NOUN_CCONJ_VERB	8	6	sing	loses	correct	generated	It refuses the council for man expectation and	0	False	817	7	8	It refuses the council for man expectation and happens , “ We are filmed that the Lake should not enable with massive - character companies who provide to commit and revise regardless and indoors in the responsibilities , bottles , and chicks of satisfied creation . ” <eos>	-7.25335	-10.4696	-7.38944	-8.48276	-8.4806	-7.98371	-7.77577	-9.0426	-7.61518	-8.47436	-8.57762	-10.2753	-7.60605	-8.75681	-7.79316	-9.64186	-8.27815	-7.75843	-8.19364	-9.98318	-8.83011	-8.27536	-13.783	-11.5912
R__VERB_NOUN_CCONJ_VERB	8	6	sing	lose	wrong	generated	It refuses the council for man expectation and	0	False	2313	7	8	It refuses the council for man expectation and happens , “ We are filmed that the Lake should not enable with massive - character companies who provide to commit and revise regardless and indoors in the responsibilities , bottles , and chicks of satisfied creation . ” <eos>	-6.86484	-9.73888	-7.73458	-8.66501	-9.30361	-8.47197	-8.28971	-8.31761	-8.60335	-8.94865	-7.74346	-9.63296	-9.31193	-9.77542	-6.69031	-10.1537	-8.00808	-8.76272	-9.32834	-10.1507	-7.95078	-8.00576	-11.2943	-9.28734
L__NOUN_VERB_VERB	15	4	sing	adds	correct	generated	The annoyed custody to retaliate for technical	0	False	932	5	7	The annoyed custody to retaliate for technical agrees to monitor two , or your priest foreigner rejection flank , and introduce . <eos>	-14.0883	-12.636	-14.3683	-14.0864	-14.2217	-13.2135	-12.7071	-13.9692	-12.736	-14.2176	-14.9883	-11.9009	-15.4787	-15.6848	-15.6445	-14.5092	-17.0107	-16.4477	-14.2428	-14.5118	-15.2281	-14.9424	-13.0356	-13.265
L__NOUN_VERB_VERB	15	4	sing	add	wrong	generated	The annoyed custody to retaliate for technical	0	False	2283	5	7	The annoyed custody to retaliate for technical agrees to monitor two , or your priest foreigner rejection flank , and introduce . <eos>	-14.9897	-14.9131	-14.4328	-15.7574	-14.5289	-12.8926	-13.9658	-14.0316	-14.9023	-13.8131	-14.6719	-14.769	-15.2268	-15.3191	-15.2181	-17.0898	-15.787	-14.0816	-13.6618	-14.4592	-14.8906	-14.4334	-11.25	-14.6689
R__VERB_NOUN_CCONJ_VERB	2	9	plur	suggest	correct	generated	Reports eventually : Limerick fifteen through Ismail nine ( emerging you listen on the coat we decide and	0	True	2424	7	18	Reports eventually : Limerick fifteen through Ismail nine ( emerging you listen on the coat we decide and serve sufficiently to feedback the setback after we hear ) <eos>	-9.93811	-10.4968	-10.1209	-10.2963	-11.1097	-11.1635	-9.34708	-9.77647	-9.37735	-10.1097	-10.8242	-11.338	-8.63713	-9.10447	-8.84433	-9.52356	-9.97517	-10.3706	-9.61344	-9.53306	-10.1221	-10.301	-10.4929	-10.6811
R__VERB_NOUN_CCONJ_VERB	2	9	plur	suggests	wrong	generated	Reports eventually : Limerick fifteen through Ismail nine ( emerging you listen on the coat we decide and	0	True	3500	7	18	Reports eventually : Limerick fifteen through Ismail nine ( emerging you listen on the coat we decide and serve sufficiently to feedback the setback after we hear ) <eos>	-11.5434	-10.4768	-10.3269	-10.2672	-10.5285	-10.6406	-10.2964	-10.044	-12.0021	-11.0675	-9.83061	-11.2797	-9.8143	-8.45442	-8.44815	-10.4859	-9.81762	-10.3841	-8.50462	-9.23983	-9.34309	-10.066	-9.45721	-11.4521
L__NOUN_VERB_VERB	6	5	plur	operate	correct	generated	I refer the facts on which I should raid your farce	1	False	3809	8	11	I refer the facts on which I should raid your farce understand : ( a ) Do you serve a joint congregation about the grill to gentle floor habits meant by EDT Electoral ? <eos>	-18.0499	-15.2123	-16.5373	-14.9624	-15.1543	-15.7269	-16.756	-16.0508	-15.7735	-15.883	-14.7576	-14.0482	-15.7254	-18.0777	-14.3788	-16.8912	-14.8306	-16.325	-15.4178	-14.5432	-14.4652	-14.8156	-11.4121	-13.7953
L__NOUN_VERB_VERB	6	5	plur	operates	wrong	generated	I refer the facts on which I should raid your farce	1	False	3023	8	11	I refer the facts on which I should raid your farce understand : ( a ) Do you serve a joint congregation about the grill to gentle floor habits meant by EDT Electoral ? <eos>	-15.9854	-15.7901	-15.8557	-16.6629	-16.426	-16.9462	-17.0795	-17.0516	-16.4491	-16.8125	-15.8327	-15.2368	-15.4762	-17.3317	-17.2234	-18.2701	-15.8427	-15.7232	-15.9513	-15.8333	-14.9155	-16.021	-9.60236	-15.5217
R__VERB_NOUN_CCONJ_VERB	6	6	plur	see	correct	generated	If you meet any records or	0	False	15996	4	6	If you meet any records or receive any army incomplete always , please hang Rahman Hell at three or Palestine Niagara at six . <eos>	-6.89206	-7.79842	-7.20917	-7.12912	-7.34501	-6.90328	-5.94188	-7.28236	-6.61371	-6.58893	-6.42189	-6.33413	-7.77224	-8.11051	-6.55765	-7.0563	-6.93337	-7.61131	-7.52442	-5.84124	-6.62061	-6.29109	-11.6293	-5.67882
R__VERB_NOUN_CCONJ_VERB	6	6	plur	sees	wrong	generated	If you meet any records or	0	False	2251	4	6	If you meet any records or receive any army incomplete always , please hang Rahman Hell at three or Palestine Niagara at six . <eos>	-8.99675	-13.4387	-8.58462	-10.6895	-9.37042	-9.9471	-10.9556	-10.4352	-10.9383	-10.8293	-10.6664	-10.103	-10.0092	-9.25229	-9.3679	-11.4349	-9.80272	-10.4793	-9.55462	-10.0572	-9.81247	-9.5184	-9.2679	-9.73326
R__VERB_NOUN_CCONJ_VERB	5	0	plur	need	correct	original	Let me know if you have any questions or	0	False	9900	4	9	Let me know if you have any questions or need anything else . <eos>	-7.17501	-8.05251	-6.18067	-6.56326	-7.97586	-7.09556	-7.48785	-6.84357	-6.68651	-7.44823	-6.93742	-7.77338	-7.34498	-7.02301	-5.46719	-7.28128	-6.52003	-7.6035	-7.1101	-8.51648	-6.69466	-7.10907	-8.46928	-7.0662
R__VERB_NOUN_CCONJ_VERB	5	0	plur	needs	wrong	original	Let me know if you have any questions or	0	False	4816	4	9	Let me know if you have any questions or need anything else . <eos>	-6.00099	-7.39479	-6.62311	-6.10566	-6.87991	-6.61012	-7.79927	-6.69524	-7.68163	-8.01942	-6.75564	-7.87789	-5.58144	-6.40203	-6.56357	-7.95107	-6.33332	-6.64219	-6.91369	-8.25088	-6.8348	-5.85133	-8.70528	-7.51257
L__NOUN_VERB_VERB	21	4	sing	approves	correct	generated	The enjoyable huge wing that he melts	1	False	78	4	7	The enjoyable huge wing that he melts includes that he generally loves his hearings and properly relates conscious with his similar difficulty . <eos>	-15.2062	-17.1585	-17.9324	-15.2249	-16.6031	-16.7639	-18.0406	-17.327	-16.7702	-16.9636	-15.6841	-16.0147	-15.557	-18.9518	-15.5281	-19.6019	-15.8174	-17.9921	-16.9214	-14.8263	-16.6301	-17.0794	-19.5722	-14.6854
L__NOUN_VERB_VERB	21	4	sing	approve	wrong	generated	The enjoyable huge wing that he melts	1	False	536	4	7	The enjoyable huge wing that he melts includes that he generally loves his hearings and properly relates conscious with his similar difficulty . <eos>	-17.7564	-16.982	-19.5623	-18.3955	-16.6087	-17.2553	-19.2065	-17.4239	-17.8213	-18.6956	-17.2936	-15.6378	-18.3387	-19.4671	-16.1922	-18.3707	-18.5659	-16.8434	-18.2524	-12.938	-17.5007	-17.2518	-13.7259	-13.7479
R__VERB_NOUN_CCONJ_VERB	7	9	sing	grows	correct	generated	As you collaborate above the machine , the tsunami of the cruel lamb receives your cave and	0	True	1046	4	17	As you collaborate above the machine , the tsunami of the cruel lamb receives your cave and brings you remember darker and darker . <eos>	-7.35262	-8.914	-9.41378	-7.4197	-9.15696	-8.85117	-7.82389	-8.53476	-8.86837	-10.5006	-9.33493	-8.64077	-8.67527	-10.9956	-7.31969	-7.48986	-6.35621	-8.55883	-8.48395	-7.72381	-8.81838	-8.62947	-11.6239	-10.0599
R__VERB_NOUN_CCONJ_VERB	7	9	sing	grow	wrong	generated	As you collaborate above the machine , the tsunami of the cruel lamb receives your cave and	0	True	3244	4	17	As you collaborate above the machine , the tsunami of the cruel lamb receives your cave and brings you remember darker and darker . <eos>	-6.62225	-6.85925	-7.00154	-6.34207	-7.37591	-7.6984	-7.04797	-6.93264	-7.64233	-7.83258	-8.09678	-7.93822	-6.62768	-8.81888	-7.38373	-7.23433	-5.807	-7.29026	-7.18444	-7.45308	-7.49266	-7.86547	-10.2625	-7.40036
R__VERB_NOUN_CCONJ_VERB	10	2	plur	remember	correct	generated	You apply the toy and	0	False	1102	4	5	You apply the toy and serve fighter hair into the blackmail . <eos>	-9.33265	-10.1362	-9.33514	-10.3417	-8.28216	-8.70451	-9.94805	-10.6513	-9.30385	-9.89439	-9.93373	-9.1339	-9.3849	-9.32426	-9.15022	-9.8504	-11.0957	-9.65132	-10.2357	-10.7953	-9.98272	-10.6147	-12.98	-12.2141
R__VERB_NOUN_CCONJ_VERB	10	2	plur	remembers	wrong	generated	You apply the toy and	0	False	289	4	5	You apply the toy and serve fighter hair into the blackmail . <eos>	-10.163	-12.2499	-10.3308	-11.2328	-11.1036	-11.0048	-11.1595	-11.5627	-11.4035	-10.5067	-11.2738	-11.8912	-10.5299	-11.3311	-11.1469	-10.7328	-11.6362	-11.3565	-11.4221	-12.2319	-11.1779	-11.3168	-14.3564	-12.5423
R__VERB_NOUN_CCONJ_VERB	7	1	sing	dies	correct	generated	As you sell above the rape , the temper of the complicated stone feels your nature and	0	True	1245	4	17	As you sell above the rape , the temper of the complicated stone feels your nature and drops you grow lighter and newer . <eos>	-7.32008	-10.5177	-8.04836	-7.67903	-8.02378	-8.57737	-9.35374	-8.57569	-10.1967	-9.04357	-8.07543	-7.16724	-7.58311	-7.68538	-9.14223	-8.38399	-6.68009	-7.56016	-8.42084	-7.89057	-7.82159	-7.35263	-11.4686	-9.46989
R__VERB_NOUN_CCONJ_VERB	7	1	sing	die	wrong	generated	As you sell above the rape , the temper of the complicated stone feels your nature and	0	True	2523	4	17	As you sell above the rape , the temper of the complicated stone feels your nature and drops you grow lighter and newer . <eos>	-7.83082	-10.0304	-8.03774	-8.28557	-7.88042	-8.97646	-8.06905	-8.76779	-8.67511	-7.60838	-7.93521	-8.6287	-8.47703	-8.82755	-7.20459	-9.92734	-8.39537	-7.29651	-8.07013	-10.0376	-7.75426	-7.45762	-11.5591	-9.25486
L__NOUN_VERB_VERB	1	6	sing	compares	correct	generated	An endless infrastructure increased in three	0	False	320	4	6	"An endless infrastructure increased in three belongs there assume four "" transfers "" in the Ali Indians , but useless blocks are jointly safer than this . <eos>"	-18.0956	-15.9136	-17.5263	-18.9336	-15.8779	-18.2277	-17.9899	-15.597	-16.6462	-15.654	-16.2369	-15.0299	-18.7947	-17.8118	-16.7012	-18.1726	-17.3552	-16.9707	-16.1901	-15.8427	-16.9733	-16.9715	-16.4382	-15.6606
L__NOUN_VERB_VERB	1	6	sing	compare	wrong	generated	An endless infrastructure increased in three	0	False	692	4	6	"An endless infrastructure increased in three belongs there assume four "" transfers "" in the Ali Indians , but useless blocks are jointly safer than this . <eos>"	-16.7017	-14.0922	-16.7786	-16.4287	-16.0876	-17.5823	-16.7274	-15.1775	-14.6897	-15.664	-16.7692	-14.867	-17.5024	-16.6953	-15.8663	-17.2647	-16.4735	-17.3879	-16.916	-13.6364	-16.6316	-16.9168	-14.136	-15.0297
L__NOUN_VERB_VERB	12	4	plur	enjoy	correct	generated	Additional grandchildren that thereby would reduce	1	False	1428	5	6	Additional grandchildren that thereby would reduce apologize friends , birthday , Hubbard dresser and some deaths of towels . <eos>	-15.3191	-13.5783	-14.9852	-14.4382	-14.1255	-13.0986	-12.9814	-13.9773	-13.0643	-14.4229	-14.641	-11.0459	-15.1009	-13.303	-14.1974	-14.5799	-13.1557	-14.8072	-14.1286	-14.1846	-13.3136	-14.1867	-10.7118	-12.5295
L__NOUN_VERB_VERB	12	4	plur	enjoys	wrong	generated	Additional grandchildren that thereby would reduce	1	False	556	5	6	Additional grandchildren that thereby would reduce apologize friends , birthday , Hubbard dresser and some deaths of towels . <eos>	-16.6625	-16.2551	-17.305	-16.7759	-16.3481	-17.2373	-15.9293	-17.6294	-17.2874	-17.8737	-17.4593	-16.7964	-16.3436	-17.5445	-14.8887	-18.8302	-16.7266	-17.0105	-16.8846	-16.6741	-17.343	-17.0102	-14.4884	-16.6222
R__VERB_NOUN_CCONJ_VERB	0	4	plur	generate	correct	generated	Birds suffer the example but	0	False	1569	4	5	Birds suffer the example but develop her frightening cake and the landing progresses . <eos>	-10.6293	-10.8451	-11.2846	-9.75875	-9.47337	-10.1591	-10.5461	-10.0904	-10.4426	-10.7815	-9.76661	-10.4827	-11.1039	-10.1496	-10.5323	-10.2281	-10.4174	-10.5005	-11.3954	-10.9049	-10.8294	-10.9817	-12.1681	-9.71601
R__VERB_NOUN_CCONJ_VERB	0	4	plur	generates	wrong	generated	Birds suffer the example but	0	False	464	4	5	Birds suffer the example but develop her frightening cake and the landing progresses . <eos>	-11.244	-9.75576	-9.68455	-10.1248	-11.3153	-10.5691	-11.0321	-11.5913	-10.3218	-11.5018	-11.5728	-10.0516	-11.5127	-11.6398	-10.1694	-10.7853	-10.747	-10.9886	-11.2585	-10.1431	-10.7789	-10.4869	-14.9497	-9.20226
L__NOUN_VERB_VERB	0	1	sing	admits	correct	generated	The surplus to bother in version	0	False	637	5	6	The surplus to bother in version agrees that Huge Excellent lions and Travels and shocked Judicial compliments are lethal to hire badly certainly tired to the Andaman in Abdel than al - Blue attorneys , and it would be virtual to develop one 's others off the barren convention . <eos>	-12.0583	-14.6727	-12.2168	-12.6522	-12.5323	-12.7725	-12.7041	-13.9581	-13.4669	-13.1571	-12.4525	-11.6333	-13.232	-13.6692	-12.2668	-13.2411	-12.9941	-12.9462	-12.8399	-11.0467	-12.7263	-12.2896	-12.9458	-11.9859
L__NOUN_VERB_VERB	0	1	sing	admit	wrong	generated	The surplus to bother in version	0	False	722	5	6	The surplus to bother in version agrees that Huge Excellent lions and Travels and shocked Judicial compliments are lethal to hire badly certainly tired to the Andaman in Abdel than al - Blue attorneys , and it would be virtual to develop one 's others off the barren convention . <eos>	-13.9267	-14.1105	-14.8728	-14.1475	-15.5534	-14.5593	-15.3425	-15.027	-14.8055	-14.1255	-14.4256	-16.2736	-15.7188	-14.5783	-15.4226	-13.4883	-14.831	-14.2628	-15.5972	-15.2459	-14.6768	-14.0851	-15.2085	-14.7069
L__NOUN_VERB_VERB	14	6	sing	belongs	correct	generated	A Taj possibility occurred in Portland trillion	0	False	776	5	7	"A Taj possibility occurred in Portland trillion leads , "" Due to its jihad astride the Louisiana Hamilton , Australia has downhill been a conspiracy to the Para . <eos>"	-13.737	-16.8024	-17.5718	-15.2189	-15.7847	-14.9818	-15.1684	-15.3474	-16.1933	-15.972	-15.788	-14.8407	-15.2348	-15.391	-14.6301	-15.7886	-15.5353	-15.0375	-15.6342	-13.4248	-15.4495	-14.4415	-12.424	-13.781
L__NOUN_VERB_VERB	14	6	sing	belong	wrong	generated	A Taj possibility occurred in Portland trillion	0	False	1124	5	7	"A Taj possibility occurred in Portland trillion leads , "" Due to its jihad astride the Louisiana Hamilton , Australia has downhill been a conspiracy to the Para . <eos>"	-15.7707	-18.3492	-19.5818	-16.9611	-15.8831	-16.206	-16.4444	-17.6316	-17.8658	-17.7211	-17.7389	-18.1529	-15.6022	-18.9788	-14.699	-17.5833	-17.2711	-15.8351	-16.7692	-13.8886	-17.619	-16.0503	-13.9649	-15.4209
