pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr10.0
R__VERB_NOUN_CCONJ_VERB	6	2	plur	toss	correct	generated	If you require any colors or	0	False	236	4	6	If you require any colors or pick any equipment individually originally , please put Rachel Brent at trillion or DC Roosevelt at five . <eos>	-12.7442
R__VERB_NOUN_CCONJ_VERB	6	2	plur	tosses	wrong	generated	If you require any colors or	0	False	69	4	6	If you require any colors or pick any equipment individually originally , please put Rachel Brent at trillion or DC Roosevelt at five . <eos>	-10.9439
L__NOUN_VERB_VERB	3	9	sing	gets	correct	generated	I tell the pattern you seized to me	0	False	2627	5	8	I tell the pattern you seized to me believes to the Satan Philip at Abdul ( noticed in Fagan ) . <eos>	-13.4835
L__NOUN_VERB_VERB	3	9	sing	get	wrong	generated	I tell the pattern you seized to me	0	False	12430	5	8	I tell the pattern you seized to me believes to the Satan Philip at Abdul ( noticed in Fagan ) . <eos>	-10.572
R__VERB_NOUN_CCONJ_VERB	12	6	sing	figures	correct	generated	Turn for a bulb of properties in their justification that continues from the lifeboat and	0	False	4919	5	15	Turn for a bulb of properties in their justification that continues from the lifeboat and wakes primarily to the predator fo the plaster . <eos>	-11.8815
R__VERB_NOUN_CCONJ_VERB	12	6	sing	figure	wrong	generated	Turn for a bulb of properties in their justification that continues from the lifeboat and	0	False	5284	5	15	Turn for a bulb of properties in their justification that continues from the lifeboat and wakes primarily to the predator fo the plaster . <eos>	-11.9623
L__NOUN_VERB_VERB	11	2	plur	extend	correct	generated	The undecided controversial lights that precisely would merge from criticism	2	False	1939	7	10	The undecided controversial lights that precisely would merge from criticism oppose casting , driver , karma , bulletin , national teeth and vital holidays of min and commitments -- western as the Karl title . <eos>	-12.6728
L__NOUN_VERB_VERB	11	2	plur	extends	wrong	generated	The undecided controversial lights that precisely would merge from criticism	2	False	1375	7	10	The undecided controversial lights that precisely would merge from criticism oppose casting , driver , karma , bulletin , national teeth and vital holidays of min and commitments -- western as the Karl title . <eos>	-13.6467
R__VERB_NOUN_CCONJ_VERB	15	8	sing	believes	correct	generated	If you become a transaction who will sell to you and represent he will evaluate and then burn his definition , and not discover what he is claiming about whenever he loves trips at upscale drugs and	0	True	2058	6	37	If you become a transaction who will sell to you and represent he will evaluate and then burn his definition , and not discover what he is claiming about whenever he loves trips at upscale drugs and defeats they enjoy what you consider , why they will not tend for you , specify to this delivery ... he is the analyst for you . <eos>	-7.88083
R__VERB_NOUN_CCONJ_VERB	15	8	sing	believe	wrong	generated	If you become a transaction who will sell to you and represent he will evaluate and then burn his definition , and not discover what he is claiming about whenever he loves trips at upscale drugs and	0	True	5091	6	37	If you become a transaction who will sell to you and represent he will evaluate and then burn his definition , and not discover what he is claiming about whenever he loves trips at upscale drugs and defeats they enjoy what you consider , why they will not tend for you , specify to this delivery ... he is the analyst for you . <eos>	-9.24683
L__NOUN_VERB_VERB	10	6	sing	asks	correct	generated	The regulatory pie I booked this gene	0	False	1751	5	7	The regulatory pie I booked this gene offers to assume anyone complaining this if they refuse of some reintroduction I can reduce see a clinic to this Dispatch Floor . <eos>	-8.44966
L__NOUN_VERB_VERB	10	6	sing	ask	wrong	generated	The regulatory pie I booked this gene	0	False	1771	5	7	The regulatory pie I booked this gene offers to assume anyone complaining this if they refuse of some reintroduction I can reduce see a clinic to this Dispatch Floor . <eos>	-10.1628
L__NOUN_VERB_VERB	17	4	sing	intends	correct	generated	The fundamentalist lobster provisions seek there	1	False	341	4	6	The fundamentalist lobster provisions seek there advises write to the cooperation . <eos>	-13.2404
L__NOUN_VERB_VERB	17	4	sing	intend	wrong	generated	The fundamentalist lobster provisions seek there	1	False	327	4	6	The fundamentalist lobster provisions seek there advises write to the cooperation . <eos>	-13.9948
R__VERB_NOUN_CCONJ_VERB	12	9	sing	shows	correct	generated	Make for a leisure of projects in their motive that thinks from the gallery and	0	False	10751	5	15	Make for a leisure of projects in their motive that thinks from the gallery and lets wholly to the client fo the partner . <eos>	-6.45703
R__VERB_NOUN_CCONJ_VERB	12	9	sing	show	wrong	generated	Make for a leisure of projects in their motive that thinks from the gallery and	0	False	26893	5	15	Make for a leisure of projects in their motive that thinks from the gallery and lets wholly to the client fo the partner . <eos>	-7.09327
L__NOUN_VERB_VERB	21	7	sing	explains	correct	generated	The eastern courteous shade that he wakes	1	False	1823	4	7	The eastern courteous shade that he wakes incorporates that he militarily remembers his spurs and completely serves busy with his religious grave . <eos>	-8.53065
L__NOUN_VERB_VERB	21	7	sing	explain	wrong	generated	The eastern courteous shade that he wakes	1	False	2136	4	7	The eastern courteous shade that he wakes incorporates that he militarily remembers his spurs and completely serves busy with his religious grave . <eos>	-12.2301
R__VERB_NOUN_CCONJ_VERB	9	4	plur	see	correct	generated	I sell this extensive spa and	0	False	15996	5	6	I sell this extensive spa and wash to spell this democratic education . <eos>	-6.56365
R__VERB_NOUN_CCONJ_VERB	9	4	plur	sees	wrong	generated	I sell this extensive spa and	0	False	2251	5	6	I sell this extensive spa and wash to spell this democratic education . <eos>	-8.03784
R__VERB_NOUN_CCONJ_VERB	6	9	plur	speak	correct	generated	If you hear any rumors or	0	False	2934	4	6	If you hear any rumors or refer any outlet incomplete efficiently , please click Stanford Lee at seven or Traveller Miami at three . <eos>	-6.05142
R__VERB_NOUN_CCONJ_VERB	6	9	plur	speaks	wrong	generated	If you hear any rumors or	0	False	968	4	6	If you hear any rumors or refer any outlet incomplete efficiently , please click Stanford Lee at seven or Traveller Miami at three . <eos>	-8.91766
R__VERB_NOUN_CCONJ_VERB	9	8	plur	know	correct	generated	I condemn this ugly pattern and	0	False	5925	5	6	I condemn this ugly pattern and tend to decide this peaceful input . <eos>	-6.79662
R__VERB_NOUN_CCONJ_VERB	9	8	plur	knows	wrong	generated	I condemn this ugly pattern and	0	False	1302	5	6	I condemn this ugly pattern and tend to decide this peaceful input . <eos>	-9.92321
R__VERB_NOUN_CCONJ_VERB	14	8	sing	helps	correct	generated	The first landing you deserve why you extend on slice exists that the retail throat repeatedly wins out the jury and	0	False	1790	5	21	The first landing you deserve why you extend on slice exists that the retail throat repeatedly wins out the jury and sees into the hangar plenty . <eos>	-6.59402
R__VERB_NOUN_CCONJ_VERB	14	8	sing	help	wrong	generated	The first landing you deserve why you extend on slice exists that the retail throat repeatedly wins out the jury and	0	False	12778	5	21	The first landing you deserve why you extend on slice exists that the retail throat repeatedly wins out the jury and sees into the hangar plenty . <eos>	-8.34282
R__VERB_NOUN_CCONJ_VERB	0	2	plur	focus	correct	generated	Hundreds see the atrophy but	0	False	5956	4	5	Hundreds see the atrophy but seem her latter son and the manner deserves . <eos>	-9.31878
R__VERB_NOUN_CCONJ_VERB	0	2	plur	focuses	wrong	generated	Hundreds see the atrophy but	0	False	1558	4	5	Hundreds see the atrophy but seem her latter son and the manner deserves . <eos>	-9.79758
L__NOUN_VERB_VERB	23	2	sing	sucks	correct	generated	Well , unless exceptionally perfectly the third premium he defended in the fire	0	True	53	6	13	Well , unless exceptionally perfectly the third premium he defended in the fire deserves out . <eos>	-12.3909
L__NOUN_VERB_VERB	23	2	sing	suck	wrong	generated	Well , unless exceptionally perfectly the third premium he defended in the fire	0	True	89	6	13	Well , unless exceptionally perfectly the third premium he defended in the fire deserves out . <eos>	-13.9507
L__NOUN_VERB_VERB	12	9	plur	ask	correct	generated	Armed fires that frequently would convince	1	False	1771	5	6	Armed fires that frequently would convince affirm mornings , pup , Poland piece and some blocks of tours . <eos>	-16.4095
L__NOUN_VERB_VERB	12	9	plur	asks	wrong	generated	Armed fires that frequently would convince	1	False	1751	5	6	Armed fires that frequently would convince affirm mornings , pup , Poland piece and some blocks of tours . <eos>	-16.4942
L__NOUN_VERB_VERB	5	2	sing	opens	correct	generated	Additionally , the understandable user followed for explanation	0	True	1069	4	8	Additionally , the understandable user followed for explanation involves whether our Account ( the uneven advice and highly the oil they pose to put ) is or understands not an empty shelter under the pewter . <eos>	-13.7114
L__NOUN_VERB_VERB	5	2	sing	open	wrong	generated	Additionally , the understandable user followed for explanation	0	True	13479	4	8	Additionally , the understandable user followed for explanation involves whether our Account ( the uneven advice and highly the oil they pose to put ) is or understands not an empty shelter under the pewter . <eos>	-11.7076
L__NOUN_VERB_VERB	18	8	sing	appears	correct	generated	The actual satanic farce I have become	0	False	7012	4	7	The actual satanic farce I have become understands that in the department of Agency eight marriage of the furnace is altogether deployed in the cent the buildup before the pub , this greenhouse played after the meticulous noon . <eos>	-9.93344
L__NOUN_VERB_VERB	18	8	sing	appear	wrong	generated	The actual satanic farce I have become	0	False	7652	4	7	The actual satanic farce I have become understands that in the department of Agency eight marriage of the furnace is altogether deployed in the cent the buildup before the pub , this greenhouse played after the meticulous noon . <eos>	-9.67749
L__NOUN_VERB_VERB	22	8	sing	includes	correct	generated	The first bomber you require whenever you add on tank	0	False	10564	8	10	The first bomber you require whenever you add on tank offers that the prostitute truck mutually protects out the heaven and progresses into the guinea nail . <eos>	-7.58203
L__NOUN_VERB_VERB	22	8	sing	include	wrong	generated	The first bomber you require whenever you add on tank	0	False	24625	8	10	The first bomber you require whenever you add on tank offers that the prostitute truck mutually protects out the heaven and progresses into the guinea nail . <eos>	-7.54644
R__VERB_NOUN_CCONJ_VERB	0	5	plur	reach	correct	generated	Groups suppose the ammunition but	0	False	5833	4	5	Groups suppose the ammunition but thank her proprietary kindness and the requirement protects . <eos>	-10.2353
R__VERB_NOUN_CCONJ_VERB	0	5	plur	reaches	wrong	generated	Groups suppose the ammunition but	0	False	1646	4	5	Groups suppose the ammunition but thank her proprietary kindness and the requirement protects . <eos>	-9.9867
R__VERB_NOUN_CCONJ_VERB	13	3	plur	use	correct	generated	They exponentially apply if you thank bit in your chapter , ( for decades like me ) , they suppose an entertainment of the heater and	0	True	47118	7	26	They exponentially apply if you thank bit in your chapter , ( for decades like me ) , they suppose an entertainment of the heater and expect valuable individuals to prevent . <eos>	-8.257
