pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	19	1	plur	assumes	wrong	generated	the arrogant laptops we pale in our hibernation	1	False	647	6	8	the arrogant laptops we pale in our hibernation agree ; we meet journalist magnitude for easter , pregnancy culture and nausea - language for Manson . <eos>	-14.4566	-14.034	-13.7965	-12.2762	-14.0218	-14.1099	-13.9871	-13.2874	-13.8571	-14.575	-13.0298	-15.0704	-13.5849	-13.9858	-14.1614	-14.1413	-14.3294	-13.381	-13.0519	-13.731	-12.0605	-13.4836	-14.4104	-13.2486	-13.2612	-14.2059	-13.3588	-13.1363	-12.8577	-14.5653	-13.3887	-14.0024	-12.9999	-14.4559	-13.0508	-10.76
R__VERB_NOUN_CCONJ_VERB	10	4	plur	serve	correct	generated	You exist the membership and	0	False	7238	4	5	You exist the membership and deserve crowd forum into the pleasure . <eos>	-8.37118	-7.60643	-7.85794	-7.96937	-8.06413	-9.2517	-7.21486	-7.4495	-8.99804	-8.14305	-8.41712	-11.2132	-8.60982	-8.31415	-7.55163	-7.26665	-7.88246	-7.13223	-8.44679	-8.98166	-9.84299	-8.21429	-6.93536	-8.35046	-8.67597	-9.284	-9.59133	-9.71397	-6.02886	-6.82442	-7.41859	-8.53826	-6.34517	-9.67349	-7.36523	-7.51139
R__VERB_NOUN_CCONJ_VERB	10	4	plur	serves	wrong	generated	You exist the membership and	0	False	4701	4	5	You exist the membership and deserve crowd forum into the pleasure . <eos>	-8.0383	-9.53837	-8.74333	-9.19215	-9.16132	-8.02815	-9.05199	-8.22782	-9.28746	-7.34921	-9.90798	-10.6818	-9.17813	-10.2555	-8.99174	-7.86884	-10.1428	-9.14201	-7.62882	-9.41183	-8.19805	-7.78133	-8.67255	-9.47754	-9.13482	-10.5058	-9.88959	-9.98451	-8.47989	-7.54434	-7.9382	-7.33489	-8.65566	-8.74387	-7.76075	-9.91617
R__VERB_NOUN_CCONJ_VERB	8	6	sing	flies	correct	generated	It represents the chase for liability equity and	0	False	692	7	8	It represents the chase for liability equity and demonstrates , “ We are delivered that the Thursday should not impose with concerned - philosophy destinations who pale to suffer and greet gently and utterly in the cleaners , lines , and parents of slick rejection . ” <eos>	-12.8615	-12.0825	-13.1097	-12.3715	-12.4699	-11.7024	-12.6211	-12.451	-11.9686	-11.6103	-13.2109	-12.0833	-11.6544	-12.1665	-13.8097	-12.441	-13.8865	-14.0005	-14.5258	-13.7481	-13.4219	-10.9209	-14.0181	-11.5049	-12.2999	-15.1404	-12.9591	-12.9664	-13.4196	-14.4907	-12.993	-12.0747	-13.9903	-11.7868	-12.8739	-12.4738
R__VERB_NOUN_CCONJ_VERB	8	6	sing	fly	wrong	generated	It represents the chase for liability equity and	0	False	2198	7	8	It represents the chase for liability equity and demonstrates , “ We are delivered that the Thursday should not impose with concerned - philosophy destinations who pale to suffer and greet gently and utterly in the cleaners , lines , and parents of slick rejection . ” <eos>	-11.7372	-11.4627	-13.5865	-12.4858	-12.1781	-12.8983	-11.6827	-13.354	-11.3163	-11.7638	-12.1127	-12.892	-11.4883	-11.9481	-12.2488	-12.0012	-13.9701	-12.5183	-13.4017	-13.9166	-15.205	-11.0817	-12.6711	-10.7772	-14.2063	-14.6804	-11.7767	-13.8316	-13.1366	-11.9854	-12.4916	-11.9734	-14.1535	-11.4639	-12.011	-13.3656
L__NOUN_VERB_VERB	15	4	sing	intends	correct	generated	The overcrowded parking to contradict for religious	0	False	341	5	7	The overcrowded parking to contradict for religious identifies to hang fifty , or your mode mother budget default , and enjoy . <eos>	-16.4008	-17.1831	-16.121	-15.7332	-17.0506	-15.853	-16.3077	-18.7701	-14.856	-15.2669	-15.5805	-20.8276	-14.5077	-15.6658	-15.5326	-16.1836	-18.0604	-16.0129	-18.5841	-17.5882	-17.7555	-16.6671	-16.6474	-17.3508	-18.8425	-17.8038	-15.9561	-16.6846	-17.0912	-19.0985	-16.7294	-14.9651	-15.5129	-14.6254	-15.8712	-15.0324
L__NOUN_VERB_VERB	15	4	sing	intend	wrong	generated	The overcrowded parking to contradict for religious	0	False	327	5	7	The overcrowded parking to contradict for religious identifies to hang fifty , or your mode mother budget default , and enjoy . <eos>	-16.0488	-15.8117	-15.7492	-16.4429	-19.204	-15.2786	-14.3315	-19.1068	-14.2466	-15.1417	-16.8416	-21.9256	-14.3915	-15.9405	-16.1777	-15.9086	-18.3241	-15.9382	-18.032	-14.7606	-17.3777	-17.4952	-16.4601	-18.5553	-18.8421	-16.0386	-15.0215	-17.0343	-16.7041	-17.4289	-15.2765	-14.7478	-14.7465	-13.6461	-15.3889	-16.9163
L__NOUN_VERB_VERB	7	4	sing	shows	correct	generated	Can you enter that the device we are giving	0	False	10751	4	9	Can you enter that the device we are giving dies toward a stupid and hopeful balcony ? <eos>	-9.69882	-11.6374	-10.3824	-11.1009	-10.5133	-10.6071	-11.0133	-10.153	-11.2649	-10.7526	-8.80047	-8.1191	-11.2194	-11.1473	-11.8985	-10.7817	-9.71376	-7.14704	-8.46537	-12.5	-10.543	-10.7227	-10.0012	-10.3892	-10.0199	-11.45	-12.2397	-9.31949	-10.6575	-11.7279	-11.4291	-10.0559	-10.871	-11.5402	-10.1151	-10.5621
L__NOUN_VERB_VERB	7	4	sing	show	wrong	generated	Can you enter that the device we are giving	0	False	26893	4	9	Can you enter that the device we are giving dies toward a stupid and hopeful balcony ? <eos>	-10.5468	-12.6434	-12.5654	-11.6865	-10.7186	-10.0719	-11.2123	-12.6321	-10.014	-10.8733	-10.1747	-9.85666	-9.57258	-12.0263	-10.8664	-12.3739	-9.74109	-9.84022	-9.92556	-11.3604	-9.60042	-9.90886	-11.2074	-9.74309	-11.0154	-11.2931	-12.1748	-9.91682	-11.1163	-11.0717	-11.5994	-10.1032	-11.5506	-9.36192	-11.4525	-10.4053
L__NOUN_VERB_VERB	10	7	sing	offers	correct	generated	The civil notion I met this globe	0	False	5191	5	7	The civil notion I met this globe involves to engage anyone stating this if they put of some nausea I can forget squeeze a kitten to this Section Golden . <eos>	-10.9198	-10.4402	-12.1068	-10.6707	-11.904	-12.4173	-11.0984	-13.2004	-12.1053	-12.3807	-11.274	-10.5654	-12.3526	-11.7649	-11.9897	-13.7483	-12.4638	-10.3195	-11.5939	-12.8334	-13.1276	-8.88477	-11.5187	-12.0934	-14.4173	-11.5454	-9.57459	-12.9891	-10.5444	-12.6788	-11.4375	-11.5643	-11.3927	-12.4948	-12.7965	-11.2959
L__NOUN_VERB_VERB	10	7	sing	offer	wrong	generated	The civil notion I met this globe	0	False	5822	5	7	The civil notion I met this globe involves to engage anyone stating this if they put of some nausea I can forget squeeze a kitten to this Section Golden . <eos>	-12.9978	-10.662	-11.8064	-11.365	-11.9072	-11.9849	-10.7629	-13.2007	-11.6231	-12.4603	-10.2733	-9.83191	-11.4505	-11.645	-11.8338	-12.6826	-10.1041	-12.8705	-10.9223	-12.214	-12.6058	-11.0998	-12.4426	-11.7918	-14.1609	-12.5095	-9.70414	-13.6281	-11.1668	-11.6532	-11.5319	-11.3924	-11.0117	-10.9708	-11.1791	-11.0945
L__NOUN_VERB_VERB	13	3	sing	attacks	correct	generated	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent"	0	True	5512	5	37	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent objects whenever you 're necessary appropriately "" and brought fights to the "" Boy Vietnam "" pipe forming that "" super he sat Philippine sandwiches to prefer just nuclear as a gym "" . <eos>"	-12.8106	-11.9262	-12.4298	-11.6032	-13.3728	-12.0893	-12.0154	-12.2452	-12.0266	-11.907	-12.1999	-12.5653	-12.4269	-12.15	-12.3294	-10.8766	-11.9208	-13.4162	-13.4466	-12.0314	-13.2948	-12.3483	-12.4212	-14.1867	-12.5664	-13.6951	-11.0428	-11.6039	-11.6787	-12.1303	-11.6721	-11.7724	-12.1155	-13.1437	-11.761	-13.5807
L__NOUN_VERB_VERB	13	3	sing	attack	wrong	generated	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent"	0	True	11547	5	37	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent objects whenever you 're necessary appropriately "" and brought fights to the "" Boy Vietnam "" pipe forming that "" super he sat Philippine sandwiches to prefer just nuclear as a gym "" . <eos>"	-11.9981	-11.143	-14.4274	-13.4067	-14.8792	-12.5146	-12.5002	-13.3137	-13.3903	-11.8491	-14.7021	-13.4837	-12.8009	-11.9961	-13.9643	-12.1665	-11.3352	-13.8025	-13.057	-12.6661	-15.1376	-14.8258	-11.1714	-14.2691	-13.4865	-12.7223	-12.8319	-14.1988	-11.938	-13.5551	-13.4123	-11.3897	-14.0588	-13.6955	-12.1792	-13.9699
R__VERB_NOUN_CCONJ_VERB	15	3	sing	leaves	correct	generated	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and	0	True	4475	6	37	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and seems they apologize what you throw , whenever they will not make for you , destroy to this foreigner ... he is the inch for you . <eos>	-8.3131	-11.5629	-9.60354	-10.1639	-9.20602	-9.76637	-11.9196	-11.6342	-9.34366	-9.35694	-9.69021	-10.4641	-9.05301	-10.411	-10.9707	-11.8627	-9.30384	-11.2986	-10.2827	-8.48943	-11.4776	-8.83289	-11.6036	-8.95726	-11.4362	-11.33	-9.12858	-10.9967	-10.1602	-9.55405	-10.1097	-8.52268	-9.19627	-8.70759	-9.98619	-8.94199
R__VERB_NOUN_CCONJ_VERB	15	3	sing	leave	wrong	generated	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and	0	True	7404	6	37	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and seems they apologize what you throw , whenever they will not make for you , destroy to this foreigner ... he is the inch for you . <eos>	-6.99716	-9.58847	-9.05839	-7.84861	-10.7202	-7.51827	-9.80979	-8.85962	-7.11126	-7.62405	-9.99619	-8.08662	-7.26594	-9.56046	-9.19328	-8.62553	-8.38497	-8.61357	-7.58043	-8.30548	-7.40635	-7.1095	-8.05993	-8.45084	-9.12495	-8.35278	-7.86184	-8.52538	-7.90017	-8.82969	-9.01705	-7.83183	-8.23163	-7.27008	-8.36273	-8.11007
L__NOUN_VERB_VERB	5	5	sing	explains	correct	generated	Unfortunately , the universal eye controlled for expression	0	True	1823	4	8	Unfortunately , the universal eye controlled for expression uses whether our Amendment ( the essential option and wholly the item they manage to foresee ) is or involves not an unacceptable loading under the tire . <eos>	-13.029	-13.1255	-12.3428	-13.131	-12.2551	-13.088	-12.4237	-12.8524	-12.5837	-13.2784	-13.0183	-13.0816	-12.7019	-13.8985	-12.6976	-12.5032	-12.8365	-13.3447	-13.8624	-11.7063	-14.2431	-11.7169	-13.325	-12.7942	-13.7904	-12.2794	-11.8531	-10.9806	-13.6005	-13.5538	-12.8984	-12.7784	-12.5474	-12.0931	-12.849	-13.2322
L__NOUN_VERB_VERB	5	5	sing	explain	wrong	generated	Unfortunately , the universal eye controlled for expression	0	True	2136	4	8	Unfortunately , the universal eye controlled for expression uses whether our Amendment ( the essential option and wholly the item they manage to foresee ) is or involves not an unacceptable loading under the tire . <eos>	-14.3394	-14.2746	-13.2378	-14.6891	-14.1804	-13.3341	-13.2487	-15.9295	-13.0976	-13.6756	-15.476	-15.3643	-13.0171	-14.2947	-14.5889	-13.0518	-14.4858	-15.3213	-14.8299	-15.0756	-13.4442	-13.2717	-14.9754	-14.3116	-19.7143	-14.8076	-13.2005	-16.253	-14.4089	-16.1628	-13.2451	-13.0517	-13.9065	-12.5154	-14.0378	-15.8656
R__VERB_NOUN_CCONJ_VERB	0	6	plur	smell	correct	generated	Forces make the ear but	0	False	493	4	5	Forces make the ear but pose her rude spin and the weight belongs . <eos>	-11.6521	-9.70934	-10.6587	-10.5075	-12.1637	-10.874	-9.68806	-9.44133	-11.33	-10.158	-10.1237	-9.96037	-11.2774	-10.8909	-12.879	-11.0171	-7.51839	-11.4787	-11.0065	-9.35457	-10.5888	-10.9711	-10.0295	-7.93654	-10.512	-10.1508	-12.4725	-10.6372	-10.2988	-9.64314	-10.8867	-10.409	-11.3082	-11.233	-11.7601	-13.0355
R__VERB_NOUN_CCONJ_VERB	0	6	plur	smells	wrong	generated	Forces make the ear but	0	False	85	4	5	Forces make the ear but pose her rude spin and the weight belongs . <eos>	-13.7068	-11.2893	-11.4779	-10.8823	-11.4032	-11.9806	-10.7861	-12.1515	-11.6922	-11.7294	-12.1122	-10.221	-12.1393	-10.7436	-12.4045	-11.157	-10.5273	-13.3139	-12.2776	-10.9362	-12.4234	-11.7782	-10.2554	-10.8876	-10.6166	-12.6273	-12.4644	-10.888	-10.6268	-11.4785	-11.4002	-11.0362	-12.3642	-12.8892	-12.25	-14.3662
L__NOUN_VERB_VERB	24	2	plur	believe	correct	generated	Parties who come these options	0	False	5091	5	5	Parties who come these options provide at the attachment onboard ; and it 's major to pour they are ordinary and maritime to bless no if they seek there would throw a beak . <eos>	-9.4264	-8.75442	-9.73832	-9.47051	-9.39131	-12.1874	-9.75388	-9.77127	-11.1375	-11.0689	-12.7756	-10.8691	-10.8995	-9.14051	-10.2464	-9.264	-8.31409	-11.3078	-9.61264	-9.34839	-11.0817	-11.6615	-9.04652	-10.4987	-8.43324	-10.8627	-10.5923	-10.6526	-7.78236	-8.88984	-10.4708	-11.2699	-9.67163	-11.2335	-10.0165	-9.46034
L__NOUN_VERB_VERB	24	2	plur	believes	wrong	generated	Parties who come these options	0	False	2058	5	5	Parties who come these options provide at the attachment onboard ; and it 's major to pour they are ordinary and maritime to bless no if they seek there would throw a beak . <eos>	-13.4191	-11.7884	-13.697	-12.9563	-13.8798	-14.578	-13.1177	-14.9387	-13.7147	-14.3478	-15.7237	-12.5191	-13.6357	-13.2292	-13.8498	-12.379	-13.4075	-12.8227	-13.5573	-13.7188	-14.7297	-13.8055	-13.9895	-13.6322	-13.5443	-12.4895	-13.6575	-15.239	-12.558	-12.2464	-13.3675	-13.5492	-12.778	-14.6654	-13.104	-13.0072
L__NOUN_VERB_VERB	5	3	sing	attacks	correct	generated	Ever , the obsessed aim suspected for appetite	0	True	5512	4	8	Ever , the obsessed aim suspected for appetite indicates whether our Expansion ( the unpredictable insight and roughly the icing they pick to frighten ) is or enjoys not an innocent kid under the discharge . <eos>	-8.30409	-6.55843	-8.19907	-8.72791	-11.3159	-10.0679	-8.13975	-10.0041	-9.62392	-7.70761	-9.43831	-10.1563	-10.2462	-9.18115	-7.63235	-8.95948	-6.66203	-11.7574	-6.29438	-7.67072	-8.15554	-8.91314	-8.26028	-9.71671	-7.09376	-8.9176	-10.3937	-6.33843	-8.57935	-7.46625	-9.80204	-8.61184	-10.3679	-9.9902	-8.40937	-7.62197
L__NOUN_VERB_VERB	5	3	sing	attack	wrong	generated	Ever , the obsessed aim suspected for appetite	0	True	11547	4	8	Ever , the obsessed aim suspected for appetite indicates whether our Expansion ( the unpredictable insight and roughly the icing they pick to frighten ) is or enjoys not an innocent kid under the discharge . <eos>	-8.88829	-6.87001	-8.70641	-9.12943	-11.4668	-10.5215	-10.5344	-8.888	-10.227	-9.60402	-11.5085	-11.165	-11.0901	-9.88721	-8.51641	-10.5878	-8.22775	-12.169	-9.74855	-9.08422	-8.06236	-9.13094	-10.0276	-9.79851	-9.15735	-10.005	-11.2841	-8.43211	-8.12272	-6.91804	-10.1894	-10.3079	-10.5394	-11.3444	-10.2676	-9.03218
L__NOUN_VERB_VERB	12	8	plur	explain	correct	generated	Afraid stars that greatly would learn	1	False	2136	5	6	Afraid stars that greatly would learn apologize mice , profile , Pew satellite and some customs of proponents . <eos>	-14.2172	-13.6251	-12.193	-11.9854	-14.2635	-11.772	-12.2975	-13.8706	-9.88293	-11.9877	-15.2607	-13.8141	-10.1734	-13.9274	-12.6012	-12.3281	-14.5519	-16.1433	-14.9075	-15.2592	-13.9139	-15.0395	-12.17	-14.9228	-14.9044	-12.1075	-15.3124	-12.8613	-14.0264	-14.3771	-12.5537	-10.9374	-12.1112	-11.3222	-12.5215	-13.2891
L__NOUN_VERB_VERB	12	8	plur	explains	wrong	generated	Afraid stars that greatly would learn	1	False	1823	5	6	Afraid stars that greatly would learn apologize mice , profile , Pew satellite and some customs of proponents . <eos>	-14.8078	-13.7948	-14.7974	-13.2922	-14.0764	-14.518	-14.7364	-15.7385	-13.2974	-14.3145	-14.1552	-13.4511	-13.656	-15.0146	-13.852	-13.3259	-15.7325	-15.8022	-14.2132	-14.9184	-14.97	-13.3195	-13.3715	-14.2921	-16.5564	-12.5302	-14.4056	-13.4736	-14.4385	-15.1715	-14.2299	-12.9273	-14.3091	-13.612	-14.716	-13.5098
L__NOUN_VERB_VERB	10	8	sing	objects	correct	generated	The visible parliament I booked this night	0	False	4655	5	7	The visible parliament I booked this night involves to intend anyone coming this if they receive of some shade I can compel destroy a casting to this Campus Mind . <eos>	-14.7869	-16.3376	-15.5385	-14.9032	-17.4994	-16.4579	-15.923	-17.1165	-16.3583	-15.3955	-14.7637	-16.8888	-15.7453	-15.9119	-15.1372	-16.2379	-15.8382	-16.3865	-14.9118	-14.1967	-16.355	-16.2339	-19.2214	-14.8951	-17.8998	-16.2059	-14.8887	-18.2192	-14.6542	-15.9196	-14.5054	-15.2318	-12.9006	-16.197	-14.858	-16.8024
L__NOUN_VERB_VERB	10	8	sing	object	wrong	generated	The visible parliament I booked this night	0	False	4618	5	7	The visible parliament I booked this night involves to intend anyone coming this if they receive of some shade I can compel destroy a casting to this Campus Mind . <eos>	-12.1456	-15.21	-13.4385	-12.9504	-16.8317	-13.2637	-13.7723	-13.6148	-13.9663	-13.4023	-12.5394	-14.0797	-14.2192	-14.7838	-13.9768	-13.5091	-14.6607	-14.3291	-14.1242	-14.254	-15.5372	-11.2566	-17.5295	-15.1444	-13.9199	-15.5964	-12.307	-14.4773	-13.6109	-15.5653	-12.3899	-14.0636	-13.0603	-15.2189	-12.7618	-12.4598
R__VERB_NOUN_CCONJ_VERB	1	8	plur	find	correct	generated	I condemn we super see the nephew and	0	False	10202	4	8	I condemn we super see the nephew and see to Karla . <eos>	-8.68842	-9.84686	-8.1956	-9.59234	-12.102	-7.41952	-9.92312	-10.0064	-8.83318	-8.25921	-9.38701	-10.4241	-8.5193	-9.02471	-7.32651	-9.81186	-7.52691	-7.45313	-8.06566	-10.5325	-11.0567	-8.91584	-9.86782	-8.5467	-8.43241	-8.47456	-9.23983	-10.5447	-7.62701	-11.6894	-9.85521	-8.23487	-9.56291	-8.90415	-9.27049	-9.00628
R__VERB_NOUN_CCONJ_VERB	1	8	plur	finds	wrong	generated	I condemn we super see the nephew and	0	False	3408	4	8	I condemn we super see the nephew and see to Karla . <eos>	-8.31511	-9.3044	-8.65948	-9.19408	-12.4035	-7.18562	-9.809	-8.6278	-8.02278	-7.12534	-9.88703	-11.6837	-8.35653	-8.46304	-9.09667	-9.11098	-9.56833	-7.8504	-7.32458	-10.4141	-10.2806	-7.40256	-10.9244	-8.07065	-7.74091	-8.56777	-9.80128	-9.85191	-8.2818	-10.4902	-8.8061	-6.98283	-8.90376	-6.54491	-8.75537	-9.31529
R__VERB_NOUN_CCONJ_VERB	5	8	plur	set	correct	generated	Watch me receive if you develop any gentlemen or	0	False	28293	4	9	Watch me receive if you develop any gentlemen or manage anything informative . <eos>	-9.62525	-8.5388	-8.21093	-9.2999	-9.76651	-9.5943	-7.39236	-8.26605	-8.88596	-8.01686	-8.91035	-9.18009	-8.37615	-9.23098	-8.98622	-9.23738	-7.51054	-10.6604	-7.14376	-7.43695	-8.08293	-9.66409	-7.38246	-9.97719	-8.42176	-8.44667	-7.47751	-6.85936	-8.90156	-9.3145	-7.25939	-7.67006	-8.99937	-9.27549	-8.3343	-9.93495
R__VERB_NOUN_CCONJ_VERB	5	8	plur	sets	wrong	generated	Watch me receive if you develop any gentlemen or	0	False	4363	4	9	Watch me receive if you develop any gentlemen or manage anything informative . <eos>	-7.60166	-11.0492	-8.64754	-8.32057	-10.9842	-8.69351	-8.40578	-9.13378	-9.69975	-9.07989	-7.97651	-11.7556	-9.74311	-9.51133	-8.69898	-9.40439	-8.90826	-12.2822	-11.918	-9.58456	-11.7781	-8.89503	-11.8152	-10.5334	-13.9876	-9.5323	-8.22182	-10.1207	-11.2101	-8.46992	-9.74559	-8.61308	-8.51875	-9.174	-9.41077	-8.8958
L__NOUN_VERB_VERB	10	4	sing	attacks	correct	generated	The beautiful destination I hated this housing	0	False	5512	5	7	The beautiful destination I hated this housing identifies to include anyone conducting this if they meet of some corps I can ruin solve a twin to this Support Chess . <eos>	-13.0915	-10.4748	-13.6691	-11.5176	-12.445	-11.3514	-13.0857	-10.993	-9.90419	-11.6907	-14.0148	-14.1906	-10.0418	-12.1575	-13.8492	-14.6852	-13.7696	-12.9855	-14.6334	-14.249	-11.6062	-15.1079	-14.0769	-11.6358	-13.5605	-15.1415	-13.5456	-15.3616	-12.5891	-13.8617	-13.1039	-11.6523	-10.6062	-10.8605	-13.2946	-12.1248
L__NOUN_VERB_VERB	10	4	sing	attack	wrong	generated	The beautiful destination I hated this housing	0	False	11547	5	7	The beautiful destination I hated this housing identifies to include anyone conducting this if they meet of some corps I can ruin solve a twin to this Support Chess . <eos>	-10.9858	-7.03455	-8.76348	-7.04442	-10.975	-8.11962	-9.10848	-8.44234	-7.58363	-9.58282	-10.1273	-9.64516	-8.40457	-9.58884	-10.89	-8.48879	-11.6987	-9.15915	-9.92458	-10.7764	-7.21982	-13.1488	-11.8464	-10.365	-7.88627	-10.1292	-10.3317	-10.2278	-8.64844	-7.8551	-8.93759	-9.69001	-7.87477	-8.55527	-11.0279	-9.40617
L__NOUN_VERB_VERB	21	5	sing	assumes	correct	generated	The immediate payable spine that he demonstrates	1	False	647	4	7	The immediate payable spine that he demonstrates indicates that he publicly runs his victims and probably wants funny with his religious trickle . <eos>	-12.9676	-11.7487	-11.5504	-11.9069	-15.5904	-11.9928	-12.3513	-11.5146	-11.7541	-11.9131	-12.7595	-13.0729	-12.0614	-13.8394	-12.4625	-11.9911	-13.0021	-12.5282	-11.5248	-14.5391	-12.2384	-13.0463	-10.2176	-11.7046	-14.4647	-13.0269	-12.4012	-12.0567	-12.3442	-14.0024	-11.8273	-10.8697	-13.9275	-12.1545	-11.221	-12.1778
L__NOUN_VERB_VERB	21	5	sing	assume	wrong	generated	The immediate payable spine that he demonstrates	1	False	1201	4	7	The immediate payable spine that he demonstrates indicates that he publicly runs his victims and probably wants funny with his religious trickle . <eos>	-15.1404	-13.0059	-13.1381	-12.5099	-14.2783	-13.3696	-12.8773	-14.3725	-12.3578	-12.9361	-14.5043	-14.1304	-12.658	-14.0928	-13.4676	-13.2949	-12.9162	-14.3143	-13.4784	-13.8459	-12.7069	-14.5531	-11.4543	-13.4056	-14.4815	-11.6537	-13.6491	-13.5325	-11.9946	-15.0615	-12.7702	-12.504	-13.7748	-12.3216	-13.6288	-13.8335
