pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
R__NOUN_NOUN_DET_ADJ	83	5	sing	נועזות	wrong	generated	מ מועמדי הפסקת ה סנפיר ה	0	False	109	4	6	מ מועמדי הפסקת ה סנפיר ה רכה הצליחו מן ה אחוזה לאחר ש הקליט כי ספגו ב כרייה . <eos>
L__NOUN_NOUN_ADJ_VERB	5	2	plur	משוכנעים	correct	generated	תלמידי ה הסתייעות יצרניים	1	False	107	4	4	תלמידי ה הסתייעות יצרניים הקרתגים ב ממון . <eos>
L__NOUN_NOUN_ADJ_VERB	5	2	plur	משוכנע	wrong	generated	תלמידי ה הסתייעות יצרניים	1	False	344	4	4	תלמידי ה הסתייעות יצרניים הקרתגים ב ממון . <eos>
R__NOUN_NOUN_DET_ADJ	111	2	sing	רגישה	correct	generated	אלפי שלטונות מינגווי גרמניים גויסו את פליטת שגרת ה שיעה ה	0	False	285	4	11	אלפי שלטונות מינגווי גרמניים גויסו את פליטת שגרת ה שיעה ה כדורית ב ביקורת מ תאולוגיים ש נהרגו לשבור על ה מחזות ב סיכת שבוע ה תנועת ה טריוויאלית ה שקופה . <eos>
R__NOUN_NOUN_DET_ADJ	111	2	sing	רגישות	wrong	generated	אלפי שלטונות מינגווי גרמניים גויסו את פליטת שגרת ה שיעה ה	0	False	1239	4	11	אלפי שלטונות מינגווי גרמניים גויסו את פליטת שגרת ה שיעה ה כדורית ב ביקורת מ תאולוגיים ש נהרגו לשבור על ה מחזות ב סיכת שבוע ה תנועת ה טריוויאלית ה שקופה . <eos>
R__NOUN_NOUN_DET_ADJ	33	4	sing	פשיסטית	correct	generated	ב תשבצים ה עצומים נותח מספר ה תשלומי ל 08 עד 001 , ו לראשונה הוכיחה ביקורת נוטינגהאם אכסניית ל פרג מ זמן ממשלת ה ידיעה ה	0	True	432	4	27	ב תשבצים ה עצומים נותח מספר ה תשלומי ל 08 עד 001 , ו לראשונה הוכיחה ביקורת נוטינגהאם אכסניית ל פרג מ זמן ממשלת ה ידיעה ה מגוחכת של בטרייד . <eos>
R__NOUN_NOUN_DET_ADJ	33	4	sing	פשיסטיות	wrong	generated	ב תשבצים ה עצומים נותח מספר ה תשלומי ל 08 עד 001 , ו לראשונה הוכיחה ביקורת נוטינגהאם אכסניית ל פרג מ זמן ממשלת ה ידיעה ה	0	True	63	4	27	ב תשבצים ה עצומים נותח מספר ה תשלומי ל 08 עד 001 , ו לראשונה הוכיחה ביקורת נוטינגהאם אכסניית ל פרג מ זמן ממשלת ה ידיעה ה מגוחכת של בטרייד . <eos>
R__NOUN_NOUN_DET_ADJ	34	5	plur	אומנותיים	correct	generated	מנהיגי ה עדשות ה פרלמנטריות ל התקפת ה <unk> ה ארצית ל נקודות ש נתפסו על השקעות ה תועלת ה ארצית ל ניהול ו ל אחוזה ו ש נסגרות עדיין עמוד ה הבראת הם מוסיקה בין לוחמי ה וטו ה	1	False	127	4	40	"מנהיגי ה עדשות ה פרלמנטריות ל התקפת ה מיתאר ה ארצית ל נקודות ש נתפסו על השקעות ה תועלת ה ארצית ל ניהול ו ל אחוזה ו ש נסגרות עדיין עמוד ה הבראת הם מוסיקה בין לוחמי ה וטו ה לבנוניים ו אופיו : "" רעלת ל מיחשוב "" ו "" עבריינות ל קונפדרציה "" , מיסוד מוקדי שבוע משיכות ב מקומות עלמין , רשת טניסאים ו סוכנויות ה מרקים הלכת אוניות ל חגורות , פרקליטת "" הפלגת משפטית "" , מירוץ פסולת נערי התלבטות על ה ענווה ב שגרירי מוגזמים ו ועדת ה תזת ה מנבאת ב טבלת ניגודיות . <eos>"
R__NOUN_NOUN_DET_ADJ	34	5	plur	אומנותי	wrong	generated	מנהיגי ה עדשות ה פרלמנטריות ל התקפת ה <unk> ה ארצית ל נקודות ש נתפסו על השקעות ה תועלת ה ארצית ל ניהול ו ל אחוזה ו ש נסגרות עדיין עמוד ה הבראת הם מוסיקה בין לוחמי ה וטו ה	1	False	364	4	40	"מנהיגי ה עדשות ה פרלמנטריות ל התקפת ה מיתאר ה ארצית ל נקודות ש נתפסו על השקעות ה תועלת ה ארצית ל ניהול ו ל אחוזה ו ש נסגרות עדיין עמוד ה הבראת הם מוסיקה בין לוחמי ה וטו ה לבנוניים ו אופיו : "" רעלת ל מיחשוב "" ו "" עבריינות ל קונפדרציה "" , מיסוד מוקדי שבוע משיכות ב מקומות עלמין , רשת טניסאים ו סוכנויות ה מרקים הלכת אוניות ל חגורות , פרקליטת "" הפלגת משפטית "" , מירוץ פסולת נערי התלבטות על ה ענווה ב שגרירי מוגזמים ו ועדת ה תזת ה מנבאת ב טבלת ניגודיות . <eos>"
L__NOUN_ADJ_PROPN_VERB	3	8	plur	גולשים	correct	generated	ספקים כמותיים ב ביריה	0	False	727	4	4	ספקים כמותיים ב ביריה מבשילים , כי ה עיתונות ה זו , על סל ה רפובליקאים ה קאמרי של אמאטי אם כי לא ב נסיעתו , עלתה ל שקל ה שלילי ב רצונו . <eos>
L__NOUN_ADJ_PROPN_VERB	3	8	plur	גולש	wrong	generated	ספקים כמותיים ב ביריה	0	False	573	4	4	ספקים כמותיים ב ביריה מבשילים , כי ה עיתונות ה זו , על סל ה רפובליקאים ה קאמרי של אמאטי אם כי לא ב נסיעתו , עלתה ל שקל ה שלילי ב רצונו . <eos>
R__NOUN_NOUN_DET_ADJ	12	4	sing	רירית	correct	generated	דירתה ה קעורה , נסיעתו ה רעיונית ו ראשות ה פגישה ה	0	True	217	4	12	דירתה ה קעורה , נסיעתו ה רעיונית ו ראשות ה פגישה ה קבועה שלו על ה גילים , ש נאלצה לו את דת ה סדקי , הם גם ש ביקרו עליו את סיבוב מהלכו של ה רופאים ה פרימיטיבים ו גם של ה אמפריה ה צפויה , ש שילמו עצמם להיות תושבי ה דיסציפלינות של ה מדינה . <eos>
R__NOUN_NOUN_DET_ADJ	12	4	sing	ריריות	wrong	generated	דירתה ה קעורה , נסיעתו ה רעיונית ו ראשות ה פגישה ה	0	True	95	4	12	דירתה ה קעורה , נסיעתו ה רעיונית ו ראשות ה פגישה ה קבועה שלו על ה גילים , ש נאלצה לו את דת ה סדקי , הם גם ש ביקרו עליו את סיבוב מהלכו של ה רופאים ה פרימיטיבים ו גם של ה אמפריה ה צפויה , ש שילמו עצמם להיות תושבי ה דיסציפלינות של ה מדינה . <eos>
R__VERB_NOUN_CCONJ_VERB	11	7	plur	מרגשים	correct	generated	ה רצונות מוצלים ב שיעורים ה צלולים ו	0	False	59	6	8	ה רצונות מוצלים ב שיעורים ה צלולים ו צובעים את מאחורי ה מזכירי של סכום ה מסתערבים ו מהלך ה תענית . <eos>
R__VERB_NOUN_CCONJ_VERB	11	7	plur	מרגש	wrong	generated	ה רצונות מוצלים ב שיעורים ה צלולים ו	0	False	164	6	8	ה רצונות מוצלים ב שיעורים ה צלולים ו צובעים את מאחורי ה מזכירי של סכום ה מסתערבים ו מהלך ה תענית . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	19	1	sing	מוארך	correct	generated	ב ממלכת סימוני נחזה בראבה , כי ה מיסיונרית מחלישה , בין ה קידוד , שלוש נושאות גדילים , גג אפוטרופסות , למעלה מ <unk> אישונים ו טרקטורים ו מאות איסורי מ הידוק סניגוריה - 1 - צאלים - 1 , ה	1	True	288	10	42	ב ממלכת סימוני נחזה בראבה , כי ה מיסיונרית מחלישה , בין ה קידוד , שלוש נושאות גדילים , גג אפוטרופסות , למעלה מ 001,000 אישונים ו טרקטורים ו מאות איסורי מ הידוק סניגוריה - 1 - צאלים - 1 , ה כופף ל סוג ה מקצת ה דואלי ה ונטסראט ביותר . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	19	1	sing	מוארכים	wrong	generated	ב ממלכת סימוני נחזה בראבה , כי ה מיסיונרית מחלישה , בין ה קידוד , שלוש נושאות גדילים , גג אפוטרופסות , למעלה מ <unk> אישונים ו טרקטורים ו מאות איסורי מ הידוק סניגוריה - 1 - צאלים - 1 , ה	1	True	50	10	42	ב ממלכת סימוני נחזה בראבה , כי ה מיסיונרית מחלישה , בין ה קידוד , שלוש נושאות גדילים , גג אפוטרופסות , למעלה מ 001,000 אישונים ו טרקטורים ו מאות איסורי מ הידוק סניגוריה - 1 - צאלים - 1 , ה כופף ל סוג ה מקצת ה דואלי ה ונטסראט ביותר . <eos>
R__NOUN_ADJ_DET_ADJ	45	8	plur	ציונים	correct	generated	מי מבין ה מסדרונות ה אלה ש לא ישמר ב משב , קודרים דבריה להתפרנס ב אחד ה אדמירלים ה יהודיים ה	0	True	1463	4	22	מי מבין ה מסדרונות ה אלה ש לא ישמר ב משב , קודרים דבריה להתפרנס ב אחד ה אדמירלים ה יהודיים ה בינאישיים , כמו מזג ה חרק ה אנונימי , סיוע חידוש ה מתלה , או הרכב ה להק של כוכב ה יחידת . <eos>
R__NOUN_ADJ_DET_ADJ	45	8	plur	ציוני	wrong	generated	מי מבין ה מסדרונות ה אלה ש לא ישמר ב משב , קודרים דבריה להתפרנס ב אחד ה אדמירלים ה יהודיים ה	0	True	3537	4	22	מי מבין ה מסדרונות ה אלה ש לא ישמר ב משב , קודרים דבריה להתפרנס ב אחד ה אדמירלים ה יהודיים ה בינאישיים , כמו מזג ה חרק ה אנונימי , סיוע חידוש ה מתלה , או הרכב ה להק של כוכב ה יחידת . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	6	8	sing	גולש	correct	generated	כישלונות ה סרטן גוזרים את חומרתה של ביטוח ה פטרונית , ה	0	True	573	5	12	כישלונות ה סרטן גוזרים את חומרתה של ביטוח ה פטרונית , ה קורע ל אליפות פיהם ב לשון סיכת ה אברד , ו מ ה הקצבות שידר שילוב ל הפקת ה סחוס . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	6	8	sing	גולשים	wrong	generated	כישלונות ה סרטן גוזרים את חומרתה של ביטוח ה פטרונית , ה	0	True	727	5	12	כישלונות ה סרטן גוזרים את חומרתה של ביטוח ה פטרונית , ה קורע ל אליפות פיהם ב לשון סיכת ה אברד , ו מ ה הקצבות שידר שילוב ל הפקת ה סחוס . <eos>
R__VERB_NOUN_CCONJ_VERB	15	5	sing	גולש	correct	generated	"לפני ש כריסטיאן ברוניי מעצבן את ה משברי ל כינון ה חבישה של "" בחירת ה סיליוס "" , הוא נרדם חלקיק צמוד עם ה פתרון ו"	0	True	573	7	27	"לפני ש כריסטיאן ברוניי מעצבן את ה משברי ל כינון ה חבישה של "" בחירת ה סיליוס "" , הוא נרדם חלקיק צמוד עם ה פתרון ו מחבב אותו ב תאונה ש בה מודרכים גבעות של סיבוב . <eos>"
R__VERB_NOUN_CCONJ_VERB	15	5	sing	גולשים	wrong	generated	"לפני ש כריסטיאן ברוניי מעצבן את ה משברי ל כינון ה חבישה של "" בחירת ה סיליוס "" , הוא נרדם חלקיק צמוד עם ה פתרון ו"	0	True	727	7	27	"לפני ש כריסטיאן ברוניי מעצבן את ה משברי ל כינון ה חבישה של "" בחירת ה סיליוס "" , הוא נרדם חלקיק צמוד עם ה פתרון ו מחבב אותו ב תאונה ש בה מודרכים גבעות של סיבוב . <eos>"
R__NOUN_DET_ADV_PUNCT_ADJ	8	9	plur	פדרליים	correct	generated	יועץ קט תפעל את דלתון אלדה ב מועמדותם ה מאוחדת , <unk> נרטיבים ו תשלומים לשעבר , עורכי לוסיל , מקצועות רכבל , מושלי שני ה קשי ה בין -	0	True	273	4	30	יועץ קט תפעל את דלתון אלדה ב מועמדותם ה מאוחדת , בינהם נרטיבים ו תשלומים לשעבר , עורכי לוסיל , מקצועות רכבל , מושלי שני ה קשי ה בין - לשוניים של תקוות עונשי קידומת ו מקומות ה צמחונות . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	8	9	plur	פדרלי	wrong	generated	יועץ קט תפעל את דלתון אלדה ב מועמדותם ה מאוחדת , <unk> נרטיבים ו תשלומים לשעבר , עורכי לוסיל , מקצועות רכבל , מושלי שני ה קשי ה בין -	0	True	1828	4	30	יועץ קט תפעל את דלתון אלדה ב מועמדותם ה מאוחדת , בינהם נרטיבים ו תשלומים לשעבר , עורכי לוסיל , מקצועות רכבל , מושלי שני ה קשי ה בין - לשוניים של תקוות עונשי קידומת ו מקומות ה צמחונות . <eos>
R__NOUN_NOUN_DET_ADJ	65	7	sing	מעניין	correct	generated	מלון ה איסיים ה	1	False	540	4	4	מלון ה איסיים ה הדוק ממיין לצרף זאת . <eos>
R__NOUN_NOUN_DET_ADJ	65	7	sing	מעניינים	wrong	generated	מלון ה איסיים ה	1	False	297	4	4	מלון ה איסיים ה הדוק ממיין לצרף זאת . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	9	9	plur	מתנדבים	correct	generated	לעומת ה חששות ה מתקבצים חומק פדקס אוריין את מענקי הגנת קארלה , ה	1	True	1979	5	14	לעומת ה חששות ה מתקבצים חומק פדקס אוריין את מענקי הגנת קארלה , ה זורקים מצולעים כ משקעי כ שיטיון אנרכיסטי בין רוך ל מתכת . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	9	9	plur	מתנדב	wrong	generated	לעומת ה חששות ה מתקבצים חומק פדקס אוריין את מענקי הגנת קארלה , ה	1	True	377	5	14	לעומת ה חששות ה מתקבצים חומק פדקס אוריין את מענקי הגנת קארלה , ה זורקים מצולעים כ משקעי כ שיטיון אנרכיסטי בין רוך ל מתכת . <eos>
R__NOUN_NOUN_DET_ADJ	115	2	sing	פלסטית	correct	generated	היום אמור להשאיר ארצה מ טופול חוסר הדרכת ה אסיפה מחזאי שמואלביץ , חך ברנקו , כדי לשתף ב יישות נקבית עם קביעת ה הסוואה ה	0	True	340	4	26	היום אמור להשאיר ארצה מ טופול חוסר הדרכת ה אסיפה מחזאי שמואלביץ , חך ברנקו , כדי לשתף ב יישות נקבית עם קביעת ה הסוואה ה פרשנית מטבחי ה שריון . <eos>
