pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	24	2	plur	believes	wrong	generated	Parties who come these options	0	False	2058	5	5	Parties who come these options provide at the attachment onboard ; and it 's major to pour they are ordinary and maritime to bless no if they seek there would throw a beak . <eos>	-13.4191	-12.3615	-14.5392	-12.376	-13.8798	-14.4841	-13.7086	-14.9387	-14.8311	-13.9121	-15.7237	-12.5191	-14.356	-13.1743	-14.0466	-12.9232	-13.4075	-12.8227	-13.5573	-13.7188	-14.7297	-13.8055	-13.9895	-13.6322	-13.5443	-12.4895	-13.4309	-15.239	-12.6675	-12.2464	-13.5297	-13.7033	-12.6622	-15.4453	-14.004	-13.0072
L__NOUN_VERB_VERB	5	3	sing	attacks	correct	generated	Ever , the obsessed aim suspected for appetite	0	True	5512	4	8	Ever , the obsessed aim suspected for appetite indicates whether our Expansion ( the unpredictable insight and roughly the icing they pick to frighten ) is or enjoys not an innocent kid under the discharge . <eos>	-8.30409	-6.02476	-8.98536	-7.75808	-11.3159	-8.97085	-7.46366	-10.0041	-9.87666	-7.4944	-9.43831	-10.1563	-10.1368	-7.05059	-5.36717	-9.10128	-6.66203	-11.7574	-6.29438	-7.67072	-8.15554	-8.91314	-8.26028	-9.71671	-7.09376	-8.9176	-10.539	-6.33843	-8.67033	-7.46625	-9.12299	-9.03823	-8.63767	-10.5791	-9.74291	-7.62197
L__NOUN_VERB_VERB	5	3	sing	attack	wrong	generated	Ever , the obsessed aim suspected for appetite	0	True	11547	4	8	Ever , the obsessed aim suspected for appetite indicates whether our Expansion ( the unpredictable insight and roughly the icing they pick to frighten ) is or enjoys not an innocent kid under the discharge . <eos>	-8.88829	-6.78807	-8.16459	-8.62185	-11.4668	-10.1427	-9.79635	-8.888	-10.131	-10.388	-11.5085	-11.165	-10.8327	-7.56166	-7.42368	-9.65055	-8.22775	-12.169	-9.74855	-9.08422	-8.06236	-9.13094	-10.0276	-9.79851	-9.15735	-10.005	-10.9626	-8.43211	-8.72442	-6.91804	-9.04967	-9.73265	-9.91738	-11.5046	-10.972	-9.03218
L__NOUN_VERB_VERB	12	8	plur	explain	correct	generated	Afraid stars that greatly would learn	1	False	2136	5	6	Afraid stars that greatly would learn apologize mice , profile , Pew satellite and some customs of proponents . <eos>	-14.2172	-12.3238	-11.2568	-12.4306	-14.2635	-12.704	-12.8838	-13.8706	-11.6936	-13.7608	-15.2607	-13.8141	-10.5429	-15.2776	-13.1961	-12.5273	-14.5519	-16.1433	-14.9075	-15.2592	-13.9139	-15.0395	-12.17	-14.9228	-14.9044	-12.1075	-13.8462	-12.8613	-13.3325	-14.3771	-12.6649	-12.689	-13.2145	-11.9758	-11.633	-13.2891
L__NOUN_VERB_VERB	12	8	plur	explains	wrong	generated	Afraid stars that greatly would learn	1	False	1823	5	6	Afraid stars that greatly would learn apologize mice , profile , Pew satellite and some customs of proponents . <eos>	-14.8078	-11.6389	-13.3581	-14.1154	-14.0764	-14.8928	-14.9962	-15.7385	-14.3847	-15.4752	-14.1552	-13.4511	-13.6748	-15.3493	-14.0638	-14.6335	-15.7325	-15.8022	-14.2132	-14.9184	-14.97	-13.3195	-13.3715	-14.2921	-16.5564	-12.5302	-14.1763	-13.4736	-14.2471	-15.1715	-13.7484	-13.7885	-15.3891	-14.7538	-14.3223	-13.5098
L__NOUN_VERB_VERB	10	8	sing	objects	correct	generated	The visible parliament I booked this night	0	False	4655	5	7	The visible parliament I booked this night involves to intend anyone coming this if they receive of some shade I can compel destroy a casting to this Campus Mind . <eos>	-14.7869	-16.2383	-17.0336	-14.5827	-17.4994	-15.1432	-16.0026	-17.1165	-16.1567	-15.8391	-14.7637	-16.8888	-16.1222	-17.3677	-13.2338	-17.4524	-15.8382	-16.3865	-14.9118	-14.1967	-16.355	-16.2339	-19.2214	-14.8951	-17.8998	-16.2059	-13.5964	-18.2192	-14.0103	-15.9196	-14.2501	-15.0133	-13.1619	-17.0223	-16.1704	-16.8024
L__NOUN_VERB_VERB	10	8	sing	object	wrong	generated	The visible parliament I booked this night	0	False	4618	5	7	The visible parliament I booked this night involves to intend anyone coming this if they receive of some shade I can compel destroy a casting to this Campus Mind . <eos>	-12.1456	-14.2841	-13.8549	-13.3284	-16.8317	-13.8282	-14.0463	-13.6148	-12.3181	-13.6166	-12.5394	-14.0797	-12.453	-15.2298	-14.1872	-13.7553	-14.6607	-14.3291	-14.1242	-14.254	-15.5372	-11.2566	-17.5295	-15.1444	-13.9199	-15.5964	-12.0598	-14.4773	-13.9536	-15.5653	-12.0709	-13.533	-12.4191	-13.5001	-13.2597	-12.4598
R__VERB_NOUN_CCONJ_VERB	1	8	plur	find	correct	generated	I condemn we super see the nephew and	0	False	10202	4	8	I condemn we super see the nephew and see to Karla . <eos>	-8.68842	-8.62713	-9.61862	-9.67868	-12.102	-8.26972	-8.93668	-10.0064	-8.85653	-9.2025	-9.38701	-10.4241	-8.26812	-9.7831	-6.98721	-9.93092	-7.52691	-7.45313	-8.06566	-10.5325	-11.0567	-8.91584	-9.86782	-8.5467	-8.43241	-8.47456	-9.92257	-10.5447	-8.00817	-11.6894	-9.98752	-9.29137	-8.05602	-9.66781	-8.92641	-9.00628
R__VERB_NOUN_CCONJ_VERB	1	8	plur	finds	wrong	generated	I condemn we super see the nephew and	0	False	3408	4	8	I condemn we super see the nephew and see to Karla . <eos>	-8.31511	-8.88595	-9.66729	-10.0735	-12.4035	-9.77947	-9.4045	-8.6278	-8.11071	-8.55029	-9.88703	-11.6837	-8.655	-10.905	-8.64729	-9.0044	-9.56833	-7.8504	-7.32458	-10.4141	-10.2806	-7.40256	-10.9244	-8.07065	-7.74091	-8.56777	-10.3017	-9.85191	-8.45843	-10.4902	-9.19592	-7.83466	-8.65513	-8.17615	-7.77526	-9.31529
R__VERB_NOUN_CCONJ_VERB	5	8	plur	set	correct	generated	Watch me receive if you develop any gentlemen or	0	False	28293	4	9	Watch me receive if you develop any gentlemen or manage anything informative . <eos>	-9.62525	-7.44021	-8.70883	-10.4982	-9.76651	-9.57243	-8.12442	-8.26605	-7.9214	-7.91272	-8.91035	-9.18009	-7.58826	-8.93231	-8.2132	-8.04561	-7.51054	-10.6604	-7.14376	-7.43695	-8.08293	-9.66409	-7.38246	-9.97719	-8.42176	-8.44667	-8.11216	-6.85936	-8.97942	-9.3145	-7.69025	-7.69147	-8.21677	-9.1297	-7.98099	-9.93495
R__VERB_NOUN_CCONJ_VERB	5	8	plur	sets	wrong	generated	Watch me receive if you develop any gentlemen or	0	False	4363	4	9	Watch me receive if you develop any gentlemen or manage anything informative . <eos>	-7.60166	-11.0109	-8.50663	-9.75535	-10.9842	-8.93781	-8.22258	-9.13378	-8.91679	-8.73025	-7.97651	-11.7556	-8.90375	-9.86243	-8.91325	-10.7928	-8.90826	-12.2822	-11.918	-9.58456	-11.7781	-8.89503	-11.8152	-10.5334	-13.9876	-9.5323	-7.69577	-10.1207	-11.0055	-8.46992	-8.06994	-8.29749	-8.42031	-7.7798	-7.73356	-8.8958
L__NOUN_VERB_VERB	10	4	sing	attacks	correct	generated	The beautiful destination I hated this housing	0	False	5512	5	7	The beautiful destination I hated this housing identifies to include anyone conducting this if they meet of some corps I can ruin solve a twin to this Support Chess . <eos>	-13.0915	-11.4288	-14.212	-11.6919	-12.445	-12.1199	-14.798	-10.993	-12.095	-13.7018	-14.0148	-14.1906	-12.4906	-12.7944	-13.3104	-14.8667	-13.7696	-12.9855	-14.6334	-14.249	-11.6062	-15.1079	-14.0769	-11.6358	-13.5605	-15.1415	-15.3607	-15.3616	-11.5056	-13.8617	-13.0453	-12.5639	-11.1953	-11.0147	-13.3085	-12.1248
L__NOUN_VERB_VERB	10	4	sing	attack	wrong	generated	The beautiful destination I hated this housing	0	False	11547	5	7	The beautiful destination I hated this housing identifies to include anyone conducting this if they meet of some corps I can ruin solve a twin to this Support Chess . <eos>	-10.9858	-7.84237	-8.38343	-7.16912	-10.975	-9.4394	-11.6981	-8.44234	-8.71463	-10.5927	-10.1273	-9.64516	-10.3403	-11.1533	-10.5556	-8.23292	-11.6987	-9.15915	-9.92458	-10.7764	-7.21982	-13.1488	-11.8464	-10.365	-7.88627	-10.1292	-11.934	-10.2278	-7.69326	-7.8551	-8.16687	-10.9752	-8.99088	-8.64885	-10.8556	-9.40617
L__NOUN_VERB_VERB	21	5	sing	assumes	correct	generated	The immediate payable spine that he demonstrates	1	False	647	4	7	The immediate payable spine that he demonstrates indicates that he publicly runs his victims and probably wants funny with his religious trickle . <eos>	-12.9676	-12.6426	-11.5001	-12.543	-15.5904	-11.7942	-13.581	-11.5146	-10.9978	-11.981	-12.7595	-13.0729	-12.0019	-14.0808	-13.6874	-12.6554	-13.0021	-12.5282	-11.5248	-14.5391	-12.2384	-13.0463	-10.2176	-11.7046	-14.4647	-13.0269	-11.9401	-12.0567	-13.9715	-14.0024	-11.6058	-10.8365	-12.6849	-11.7768	-12.8763	-12.1778
L__NOUN_VERB_VERB	21	5	sing	assume	wrong	generated	The immediate payable spine that he demonstrates	1	False	1201	4	7	The immediate payable spine that he demonstrates indicates that he publicly runs his victims and probably wants funny with his religious trickle . <eos>	-15.1404	-11.4566	-14.1275	-13.7243	-14.2783	-14.1264	-14.0455	-14.3725	-12.0623	-12.6693	-14.5043	-14.1304	-12.9143	-14.4808	-14.2738	-14.0412	-12.9162	-14.3143	-13.4784	-13.8459	-12.7069	-14.5531	-11.4543	-13.4056	-14.4815	-11.6537	-15.0264	-13.5325	-14.1826	-15.0615	-12.2727	-12.2468	-12.2746	-12.8167	-14.6899	-13.8335
L__NOUN_VERB_VERB	16	8	sing	extends	correct	generated	The largest publication you can describe in Enquirer	0	False	1375	6	8	The largest publication you can describe in Enquirer enjoys to manipulate to a requirement . <eos>	-14.145	-14.5516	-13.5346	-14.3337	-15.1825	-11.4495	-14.2789	-14.4357	-13.5188	-12.3101	-15.1132	-15.7318	-13.0626	-13.2925	-13.7152	-12.9954	-13.5214	-13.4608	-13.1612	-14.3185	-13.5128	-15.8593	-15.0714	-14.7561	-16.2414	-15.4889	-13.7984	-14.5828	-12.5247	-15.8523	-13.1689	-12.3043	-14.8979	-13.3772	-12.9741	-17.8698
L__NOUN_VERB_VERB	16	8	sing	extend	wrong	generated	The largest publication you can describe in Enquirer	0	False	1939	6	8	The largest publication you can describe in Enquirer enjoys to manipulate to a requirement . <eos>	-14.9227	-15.6612	-14.4518	-16.3293	-12.6528	-12.6965	-15.3829	-16.7655	-12.5493	-13.8061	-14.2275	-17.5353	-12.7395	-15.5801	-16.736	-14.5257	-13.3208	-18.2319	-13.8921	-15.9157	-16.3165	-15.5973	-14.9919	-14.3375	-17.5681	-14.9994	-13.92	-15.9235	-13.8389	-14.0291	-13.3993	-12.9242	-12.7542	-12.352	-13.6915	-17.366
R__VERB_NOUN_CCONJ_VERB	12	0	sing	goes	correct	original	Look for a lot of stripes in their head that starts from the beak and	0	False	4325	5	15	Look for a lot of stripes in their head that starts from the beak and goes back to the back fo the bird . <eos>	-5.82696	-9.05892	-6.19224	-8.76891	-5.16884	-6.80822	-7.81699	-3.97119	-7.85048	-7.2232	-7.4201	-7.96612	-8.35722	-6.88251	-7.12145	-9.0011	-5.95312	-6.09903	-7.21513	-7.63427	-6.36836	-6.12083	-5.72284	-6.89412	-8.08064	-5.80608	-6.25964	-6.62618	-7.47157	-7.28876	-6.28746	-6.95367	-7.13893	-7.48349	-8.42273	-6.17824
R__VERB_NOUN_CCONJ_VERB	12	0	sing	go	wrong	original	Look for a lot of stripes in their head that starts from the beak and	0	False	11429	5	15	Look for a lot of stripes in their head that starts from the beak and goes back to the back fo the bird . <eos>	-7.06684	-9.12822	-7.62321	-8.87793	-9.59268	-6.91594	-8.74004	-9.45872	-8.11009	-7.23389	-7.89512	-7.65616	-7.61341	-8.53163	-8.03394	-9.04847	-9.50037	-7.63128	-7.38274	-8.71385	-8.78171	-7.21974	-7.3761	-8.33869	-8.15511	-8.31423	-9.35459	-11.3528	-8.14716	-9.0974	-7.83402	-6.30845	-7.28896	-8.48223	-9.64715	-7.58391
R__VERB_NOUN_CCONJ_VERB	10	1	plur	point	correct	generated	You apply the regime and	0	False	19649	4	5	You apply the regime and deserve pig discovery into the clinic . <eos>	-8.83466	-9.95454	-8.03392	-9.60204	-9.84406	-9.01677	-10.9501	-9.07141	-9.59383	-9.35488	-10.86	-9.46581	-10.4054	-9.19758	-9.71049	-9.90012	-10.5041	-8.31962	-9.69882	-9.70789	-8.79998	-9.58188	-11.2753	-10.5351	-9.12847	-9.47054	-8.96317	-12.8382	-8.61328	-9.07571	-8.1937	-9.92609	-9.00113	-10.0868	-9.35518	-8.73795
R__VERB_NOUN_CCONJ_VERB	10	1	plur	points	wrong	generated	You apply the regime and	0	False	12408	4	5	You apply the regime and deserve pig discovery into the clinic . <eos>	-11.0071	-9.44592	-9.34389	-11.1404	-10.465	-10.1348	-10.9395	-10.7502	-10.2425	-9.30733	-11.9116	-12.9957	-10.2184	-12.2004	-12.4262	-11.8002	-11.6569	-9.74067	-10.5897	-10.4297	-11.5766	-10.222	-11.3611	-10.3591	-12.3378	-11.1245	-10.2225	-12.1557	-10.3414	-12.2054	-9.20199	-9.45657	-9.01425	-10.8266	-10.6317	-10.3362
R__VERB_NOUN_CCONJ_VERB	15	1	sing	feels	correct	generated	If you seem a wealth who will forget to you and deliver he will initiate and then retaliate his chapter , and not recreate what he is growing about whenever he remembers plants at extensive findings and	0	True	1141	6	37	If you seem a wealth who will forget to you and deliver he will initiate and then retaliate his chapter , and not recreate what he is growing about whenever he remembers plants at extensive findings and protects they allow what you prefer , why they will not hesitate for you , submit to this history ... he is the aviation for you . <eos>	-12.1081	-11.7779	-13.2758	-13.0036	-11.7927	-13.1716	-12.8928	-12.101	-13.1475	-13.109	-12.6523	-12.2118	-12.7746	-12.222	-13.4447	-11.8049	-13.0941	-13.6485	-11.462	-12.9005	-11.7914	-11.1957	-14.8866	-13.7164	-11.4615	-11.841	-12.2584	-13.4858	-11.6424	-11.9789	-12.2718	-12.5819	-11.9817	-12.0838	-12.9214	-11.0117
R__VERB_NOUN_CCONJ_VERB	15	1	sing	feel	wrong	generated	If you seem a wealth who will forget to you and deliver he will initiate and then retaliate his chapter , and not recreate what he is growing about whenever he remembers plants at extensive findings and	0	True	3157	6	37	If you seem a wealth who will forget to you and deliver he will initiate and then retaliate his chapter , and not recreate what he is growing about whenever he remembers plants at extensive findings and protects they allow what you prefer , why they will not hesitate for you , submit to this history ... he is the aviation for you . <eos>	-10.5856	-11.3303	-13.0228	-13.8145	-8.85938	-12.7211	-13.1742	-11.4533	-11.5009	-11.1537	-11.5774	-10.7583	-10.9004	-11.9142	-12.5283	-11.8694	-11.6075	-12.1784	-12.2689	-12.6084	-10.3192	-11.6209	-13.9094	-12.2789	-11.2284	-13.4652	-11.7876	-11.4863	-10.9313	-11.7497	-11.5049	-11.1946	-12.5955	-10.4598	-12.512	-11.6862
L__NOUN_VERB_VERB	8	8	sing	beats	correct	generated	Absolutely imagine your consulates to register this again to their trips , and thereby immensely , so that the web to grab her	0	True	644	4	23	Absolutely imagine your consulates to register this again to their trips , and thereby immensely , so that the web to grab her brings efficiently . <eos>	-11.3936	-11.9268	-9.7501	-10.7524	-12.584	-9.10066	-12.0448	-11.0552	-9.61874	-9.2531	-11.2433	-11.8323	-9.50439	-11.3463	-11.178	-11.0266	-10.8138	-10.8413	-11.1965	-12.2824	-11.9848	-11.7097	-9.88018	-10.2554	-13.0061	-11.6948	-11.1035	-11.3211	-11.0267	-13.7489	-10.7982	-9.83184	-12.4583	-8.58456	-11.1105	-13.5892
L__NOUN_VERB_VERB	8	8	sing	beat	wrong	generated	Absolutely imagine your consulates to register this again to their trips , and thereby immensely , so that the web to grab her	0	True	2366	4	23	Absolutely imagine your consulates to register this again to their trips , and thereby immensely , so that the web to grab her brings efficiently . <eos>	-10.4027	-9.4855	-9.75149	-9.76133	-11.0308	-10.3164	-11.6964	-11.9618	-10.8327	-10.2303	-10.7725	-11.1021	-10.5998	-10.3798	-10.9549	-10.6461	-10.6237	-9.56207	-11.5861	-10.2163	-12.2535	-10.8814	-10.7956	-11.0987	-12.6643	-9.1078	-10.7211	-10.9372	-10.9722	-11.9356	-9.87405	-10.3386	-11.9685	-10.4478	-8.82903	-10.5089
L__NOUN_VERB_VERB	3	7	sing	kills	correct	generated	I describe the yoga you caused to me	0	False	1088	5	8	I describe the yoga you caused to me serves to the Brad Lewiston at Ono ( shown in Corps ) . <eos>	-14.3511	-14.0965	-13.1607	-14.3701	-15.0856	-12.3054	-12.9917	-13.3893	-11.878	-12.8166	-12.4914	-11.4666	-11.2757	-13.8636	-14.5985	-14.0408	-13.285	-15.5636	-12.4636	-12.9657	-12.3826	-14.0596	-13.3928	-13.77	-14.1124	-13.9652	-12.0989	-13.5162	-13.3987	-12.1382	-12.8393	-11.7636	-12.8035	-12.5036	-13.7917	-14.444
L__NOUN_VERB_VERB	3	7	sing	kill	wrong	generated	I describe the yoga you caused to me	0	False	3481	5	8	I describe the yoga you caused to me serves to the Brad Lewiston at Ono ( shown in Corps ) . <eos>	-11.6892	-11.0257	-9.74833	-11.513	-13.0344	-9.12053	-10.7005	-10.1286	-9.13146	-10.2133	-11.9441	-10.226	-9.01605	-11.1257	-10.9668	-9.86994	-9.93676	-12.8176	-9.47931	-10.5447	-10.4319	-11.4346	-10.3204	-10.3112	-12.3072	-10.4566	-10.6378	-11.2644	-11.1969	-11.5534	-7.79596	-8.61943	-9.14138	-10.9122	-9.91459	-12.0851
L__NOUN_VERB_VERB	10	9	sing	allows	correct	generated	The revolutionary stream I carried this welfare	0	False	5948	5	7	The revolutionary stream I carried this welfare exists to accept anyone looming this if they remain of some purse I can compete meet a weight to this Deal TIME . <eos>	-10.2096	-10.311	-9.69052	-10.9926	-11.6493	-10.7534	-11.7673	-12.1393	-10.4291	-10.1435	-10.0798	-11.8287	-11.0627	-11.2993	-12.3017	-11.0241	-11.6014	-11.1713	-11.2422	-10.8678	-11.2549	-10.2869	-8.62127	-12.7107	-12.7905	-10.3388	-10.9841	-10.9141	-11.0621	-12.2469	-10.5051	-8.93539	-10.0205	-10.2804	-12.5576	-11.6924
L__NOUN_VERB_VERB	10	9	sing	allow	wrong	generated	The revolutionary stream I carried this welfare	0	False	8990	5	7	The revolutionary stream I carried this welfare exists to accept anyone looming this if they remain of some purse I can compete meet a weight to this Deal TIME . <eos>	-14.1916	-13.196	-12.8381	-12.7766	-15.1164	-13.1975	-12.7353	-12.2991	-11.6327	-13.2318	-10.9252	-13.0926	-12.7858	-11.3369	-13.9634	-12.2278	-11.5395	-15.3743	-13.2135	-12.2681	-11.7571	-10.557	-10.2772	-12.447	-11.8371	-12.2322	-11.6685	-12.955	-13.8173	-13.3623	-12.5367	-11.7579	-13.0483	-12.1066	-12.3939	-13.2989
L__NOUN_VERB_VERB	14	6	sing	lacks	correct	generated	A Heard bedding attempted in Brazil twenty	0	False	693	5	7	"A Heard bedding attempted in Brazil twenty keeps , "" Due to its rebel astride the Lennon GMT , UV has predominantly been a neighborhood to the Land . <eos>"	-17.0355	-18.6155	-18.608	-18.4566	-15.6149	-18.434	-15.7455	-17.7552	-18.3072	-18.8198	-16.1094	-19.4615	-18.921	-18.1609	-18.6395	-18.5184	-17.7255	-19.5145	-17.6188	-17.4355	-17.0675	-15.9865	-17.3867	-17.524	-18.9017	-16.8698	-15.9945	-16.9338	-17.9327	-18.6395	-16.5656	-18.5301	-15.1475	-17.5438	-15.2165	-16.1256
L__NOUN_VERB_VERB	14	6	sing	lack	wrong	generated	A Heard bedding attempted in Brazil twenty	0	False	7801	5	7	"A Heard bedding attempted in Brazil twenty keeps , "" Due to its rebel astride the Lennon GMT , UV has predominantly been a neighborhood to the Land . <eos>"	-16.6953	-14.9431	-17.0916	-18.7365	-10.8852	-17.1908	-18.7694	-16.8409	-16.4822	-17.2527	-16.1721	-16.6305	-15.6372	-17.5438	-18.0831	-18.8961	-14.3676	-20.4235	-14.8895	-20.3395	-19.3795	-17.7895	-15.7575	-14.9516	-18.9763	-15.7952	-15.2422	-17.4086	-16.6338	-17.0757	-15.5302	-17.3625	-14.1193	-14.9157	-17.2918	-17.9576
L__NOUN_VERB_VERB	19	2	plur	employ	correct	generated	the unthinkable regulations we continue in our city	1	False	1050	6	8	the unthinkable regulations we continue in our city admit ; we remain movement button for easter , scene government and comparison - bird for Way . <eos>	-10.6275	-11.9176	-11.7339	-11.9415	-10.7053	-12.1047	-12.9345	-11.8223	-11.778	-12.8653	-13.4904	-13.5412	-12.8061	-13.0165	-12.4217	-12.1657	-11.9834	-11.8261	-11.3392	-12.8299	-12.628	-12.3826	-12.1016	-13.3354	-13.2442	-11.7701	-13.4696	-13.0673	-11.6214	-12.9559	-12.4672	-12.1561	-9.73157	-11.8363	-12.2177	-11.4362
L__NOUN_VERB_VERB	19	2	plur	employs	wrong	generated	the unthinkable regulations we continue in our city	1	False	805	6	8	the unthinkable regulations we continue in our city admit ; we remain movement button for easter , scene government and comparison - bird for Way . <eos>	-14.7735	-15.9364	-15.1454	-12.4641	-14.3114	-12.3537	-14.5713	-13.3266	-14.2071	-13.0218	-15.7943	-15.1801	-13.8466	-14.5443	-15.0157	-14.4577	-14.2463	-15.4375	-13.3488	-13.8577	-14.4731	-12.6017	-13.5809	-14.0997	-16.3055	-14.7194	-13.4054	-13.4812	-13.6146	-14.7179	-13.3233	-13.0549	-13.2733	-12.6921	-13.5513	-15.7584
R__VERB_NOUN_CCONJ_VERB	6	4	plur	come	correct	generated	If you suppose any chores or	0	False	10674	4	6	If you suppose any chores or manage any epithet abruptly abroad , please see Tour Range at fifteen or FBI NPR at three . <eos>	-10.3647	-6.49422	-7.77298	-9.91293	-6.35509	-8.4829	-7.29852	-9.09539	-7.74278	-8.86043	-8.42032	-8.12869	-7.28379	-7.53945	-10.1269	-8.4584	-8.64435	-8.23903	-10.8564	-7.47999	-8.66137	-8.49231	-9.78754	-9.83396	-10.9242	-8.68237	-8.65758	-9.88936	-9.14215	-10.1954	-8.26091	-8.05849	-8.34247	-8.28683	-8.48158	-7.63796
R__VERB_NOUN_CCONJ_VERB	6	4	plur	comes	wrong	generated	If you suppose any chores or	0	False	5252	4	6	If you suppose any chores or manage any epithet abruptly abroad , please see Tour Range at fifteen or FBI NPR at three . <eos>	-10.8041	-9.48396	-10.1722	-12.3276	-12.2946	-9.54624	-10.46	-11.121	-10.6479	-9.75034	-11.3288	-10.4214	-10.2196	-8.55884	-11.6752	-11.3886	-10.7995	-9.73496	-11.1371	-9.40053	-9.46873	-11.7909	-10.1751	-9.8185	-10.1572	-8.83825	-10.6211	-11.3185	-10.5933	-10.086	-9.69687	-9.78909	-11.2977	-11.3873	-10.0446	-9.51372
R__VERB_NOUN_CCONJ_VERB	3	1	plur	provide	correct	generated	Please transmit me rush if you wash any martyrs or	0	False	12768	4	10	Please transmit me rush if you wash any martyrs or suffer anything apparent . <eos>	-8.70333	-8.49805	-9.82981	-8.6796	-7.72557	-10.1072	-7.87395	-7.8358	-7.35286	-9.25653	-8.34313	-6.64307	-8.17951	-10.4367	-7.44891	-7.66773	-9.51578	-6.47012	-8.70595	-7.07113	-8.11502	-8.38023	-9.19584	-8.57407	-7.19251	-9.0205	-10.0297	-8.46687	-8.75274	-8.81337	-8.83401	-8.96947	-11.0942	-9.18674	-8.22564	-8.61769
R__VERB_NOUN_CCONJ_VERB	3	1	plur	provides	wrong	generated	Please transmit me rush if you wash any martyrs or	0	False	7409	4	10	Please transmit me rush if you wash any martyrs or suffer anything apparent . <eos>	-10.0224	-10.9999	-12.5013	-12.4405	-14.4322	-10.8933	-11.5176	-10.7102	-10.01	-10.8643	-11.5704	-12.7959	-10.5715	-13.0629	-11.1964	-11.8152	-12.2655	-11.919	-11.4314	-11.7237	-11.4767	-12.4544	-12.9277	-10.7475	-8.82511	-12.5343	-10.7298	-13.5571	-11.1013	-10.8566	-11.1017	-10.3409	-12.2148	-12.6238	-10.8109	-13.4515
